| distributed init (rank 1): env://
dataset_dir: /projects/yuanai/data/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8_10_13_16
importance: (1, 1, 1, 2, 2, 2, 3, 3, 5, 5)
max_patch_size: 16
codebook_size: 16384
codebook_dim: 8
project_dim: 16
pq: 1
L: 4
alpha: 1.0
beta: 1.0
gamma: 0.0
disc_weight: 0.4
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: online_vq
use_multiscale: False
transplant_epochs: 2
refinement_epochs: 5
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 1e-05
stage: refinement
path: bc
checkpoint_dir: /projects/yuanai/projects/VQ-Transplant2/checkpoint/Refinement/ImageNet
results_dir: /projects/yuanai/projects/VQ-Transplant2/results/Refinement/ImageNet
saver_dir: /projects/yuanai/projects/VQ-Transplant2/saver/Refinement/ImageNet
reconstruction_dir: /projects/yuanai/projects/VQ-Transplant2/reconstruction/Refinement/ImageNet
yaml_dir: /projects/yuanai/projects/VQ-Transplant2/yaml/Refinement/ImageNet
pretrained_tokenizer: /projects/yuanai/projects/VQ-Transplant2/pretrained_tokenizer/model.ckpt
checkpoint_name: checkpoint-online_vq_transplant_False_ImageNet_model_16384_8_1_loss_1.0_1.0_0.0_0.4.pth.tar
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
ms_token_size: (1, 2, 3, 4, 5, 6, 8, 10, 13, 16)
init_checkpoint_dir: /projects/yuanai/projects/VQ-Transplant2/checkpoint/
data_pre: ImageNet
model_pre: model_16384_8_1
loss_pre: loss_1.0_1.0_0.0_0.4
training_pre: online_vq_refinement_False
saver_name_pre: online_vq_refinement_False_ImageNet_model_16384_8_1_loss_1.0_1.0_0.0_0.4
| distributed init (rank 0): env://
making attention of type 'vanilla' with 512 in_channels
making attention of type 'vanilla' with 512 in_channels
making attention of type 'vanilla' with 512 in_channels
Working with z of shape (1, 16, 16, 16) = 4096 dimensions.
making attention of type 'vanilla' with 512 in_channels
making attention of type 'vanilla' with 512 in_channels
making attention of type 'vanilla' with 512 in_channels
making attention of type 'vanilla' with 512 in_channels
VQ Model Parameters: 69609635
loaded pretrained LPIPS loss from /projects/yuanai/projects/VQ-Transplant2/code/models/cache/vgg.pth
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000010
Train Epoch: [1/5] Iters:[10/20018] gen_loss -1.9611, rec_loss 0.0274, lpips_loss 0.2688, g_loss -0.1617, disc_weight 0.4000, disc_adaptive_weight 13.6120, d_loss 2.3744, logits_real 0.1243, logits_fake 0.1583,
Train Epoch: [1/5] Iters:[18610/20018] gen_loss 0.2214, rec_loss 0.0338, lpips_loss 0.2459, g_loss -0.0189, disc_weight 0.4000, disc_adaptive_weight 3.1026, d_loss 0.3996, logits_real 0.0241, logits_fake 0.0192,
Train Epoch: [1/5] Iters:[18620/20018] gen_loss 0.2206, rec_loss 0.0341, lpips_loss 0.2464, g_loss -0.0187, disc_weight 0.4000, disc_adaptive_weight 3.2126, d_loss 0.3995, logits_real 0.0244, logits_fake 0.0190,
Train Epoch: [1/5] Iters:[18630/20018] gen_loss 0.2225, rec_loss 0.0343, lpips_loss 0.2481, g_loss -0.0184, disc_weight 0.4000, disc_adaptive_weight 3.2584, d_loss 0.3996, logits_real 0.0240, logits_fake 0.0190,
Train Epoch: [1/5] Iters:[18640/20018] gen_loss 0.2228, rec_loss 0.0342, lpips_loss 0.2476, g_loss -0.0185, disc_weight 0.4000, disc_adaptive_weight 3.2153, d_loss 0.3996, logits_real 0.0237, logits_fake 0.0187,
Train Epoch: [1/5] Iters:[18650/20018] gen_loss 0.2243, rec_loss 0.0340, lpips_loss 0.2483, g_loss -0.0182, disc_weight 0.4000, disc_adaptive_weight 3.2021, d_loss 0.3996, logits_real 0.0235, logits_fake 0.0186,
Train Epoch: [1/5] Iters:[18660/20018] gen_loss 0.2226, rec_loss 0.0336, lpips_loss 0.2480, g_loss -0.0179, disc_weight 0.4000, disc_adaptive_weight 3.3093, d_loss 0.3996, logits_real 0.0231, logits_fake 0.0182,
Train Epoch: [1/5] Iters:[18670/20018] gen_loss 0.2191, rec_loss 0.0330, lpips_loss 0.2467, g_loss -0.0180, disc_weight 0.4000, disc_adaptive_weight 3.3734, d_loss 0.3996, logits_real 0.0231, logits_fake 0.0183,
Train Epoch: [1/5] Iters:[18680/20018] gen_loss 0.2201, rec_loss 0.0326, lpips_loss 0.2465, g_loss -0.0181, disc_weight 0.4000, disc_adaptive_weight 3.2729, d_loss 0.3996, logits_real 0.0230, logits_fake 0.0181,
Train Epoch: [1/5] Iters:[18690/20018] gen_loss 0.2220, rec_loss 0.0323, lpips_loss 0.2462, g_loss -0.0176, disc_weight 0.4000, disc_adaptive_weight 3.2081, d_loss 0.3996, logits_real 0.0228, logits_fake 0.0181,
Train Epoch: [1/5] Iters:[18700/20018] gen_loss 0.2217, rec_loss 0.0321, lpips_loss 0.2451, g_loss -0.0178, disc_weight 0.4000, disc_adaptive_weight 3.1116, d_loss 0.3996, logits_real 0.0228, logits_fake 0.0179,
Train Epoch: [1/5] Iters:[18710/20018] gen_loss 0.2222, rec_loss 0.0324, lpips_loss 0.2461, g_loss -0.0180, disc_weight 0.4000, disc_adaptive_weight 3.1412, d_loss 0.3996, logits_real 0.0230, logits_fake 0.0179,
Train Epoch: [1/5] Iters:[18720/20018] gen_loss 0.2261, rec_loss 0.0327, lpips_loss 0.2470, g_loss -0.0178, disc_weight 0.4000, disc_adaptive_weight 3.0272, d_loss 0.3995, logits_real 0.0229, logits_fake 0.0177,
Train Epoch: [1/5] Iters:[18730/20018] gen_loss 0.2275, rec_loss 0.0334, lpips_loss 0.2470, g_loss -0.0177, disc_weight 0.4000, disc_adaptive_weight 3.0075, d_loss 0.3994, logits_real 0.0236, logits_fake 0.0178,
Train Epoch: [1/5] Iters:[18740/20018] gen_loss 0.2260, rec_loss 0.0337, lpips_loss 0.2470, g_loss -0.0177, disc_weight 0.4000, disc_adaptive_weight 3.1155, d_loss 0.3993, logits_real 0.0239, logits_fake 0.0178,
Train Epoch: [1/5] Iters:[18750/20018] gen_loss 0.2261, rec_loss 0.0343, lpips_loss 0.2478, g_loss -0.0175, disc_weight 0.4000, disc_adaptive_weight 3.2146, d_loss 0.3993, logits_real 0.0239, logits_fake 0.0178,
Train Epoch: [1/5] Iters:[18760/20018] gen_loss 0.2273, rec_loss 0.0349, lpips_loss 0.2477, g_loss -0.0175, disc_weight 0.4000, disc_adaptive_weight 3.1771, d_loss 0.3993, logits_real 0.0237, logits_fake 0.0177,
Train Epoch: [1/5] Iters:[18770/20018] gen_loss 0.2255, rec_loss 0.0346, lpips_loss 0.2470, g_loss -0.0176, disc_weight 0.4000, disc_adaptive_weight 3.2100, d_loss 0.3995, logits_real 0.0231, logits_fake 0.0177,
Train Epoch: [1/5] Iters:[18780/20018] gen_loss 0.2257, rec_loss 0.0343, lpips_loss 0.2483, g_loss -0.0175, disc_weight 0.4000, disc_adaptive_weight 3.2665, d_loss 0.3995, logits_real 0.0225, logits_fake 0.0173,
Train Epoch: [1/5] Iters:[18790/20018] gen_loss 0.2281, rec_loss 0.0342, lpips_loss 0.2491, g_loss -0.0173, disc_weight 0.4000, disc_adaptive_weight 3.2034, d_loss 0.3995, logits_real 0.0222, logits_fake 0.0169,
Train Epoch: [1/5] Iters:[18800/20018] gen_loss 0.2285, rec_loss 0.0340, lpips_loss 0.2488, g_loss -0.0173, disc_weight 0.4000, disc_adaptive_weight 3.1500, d_loss 0.3996, logits_real 0.0220, logits_fake 0.0170,
Train Epoch: [1/5] Iters:[18810/20018] gen_loss 0.2279, rec_loss 0.0331, lpips_loss 0.2476, g_loss -0.0169, disc_weight 0.4000, disc_adaptive_weight 3.1254, d_loss 0.3995, logits_real 0.0219, logits_fake 0.0167,
Train Epoch: [1/5] Iters:[18820/20018] gen_loss 0.2300, rec_loss 0.0331, lpips_loss 0.2484, g_loss -0.0166, disc_weight 0.4000, disc_adaptive_weight 3.0928, d_loss 0.3995, logits_real 0.0220, logits_fake 0.0166,
Train Epoch: [1/5] Iters:[18830/20018] gen_loss 0.2289, rec_loss 0.0329, lpips_loss 0.2458, g_loss -0.0166, disc_weight 0.4000, disc_adaptive_weight 3.0025, d_loss 0.3995, logits_real 0.0216, logits_fake 0.0165,
Train Epoch: [1/5] Iters:[18840/20018] gen_loss 0.2293, rec_loss 0.0330, lpips_loss 0.2446, g_loss -0.0167, disc_weight 0.4000, disc_adaptive_weight 2.9007, d_loss 0.3995, logits_real 0.0218, logits_fake 0.0167,
Train Epoch: [1/5] Iters:[18850/20018] gen_loss 0.2300, rec_loss 0.0334, lpips_loss 0.2453, g_loss -0.0171, disc_weight 0.4000, disc_adaptive_weight 2.8513, d_loss 0.3995, logits_real 0.0220, logits_fake 0.0169,
Train Epoch: [1/5] Iters:[18860/20018] gen_loss 0.2286, rec_loss 0.0332, lpips_loss 0.2454, g_loss -0.0174, disc_weight 0.4000, disc_adaptive_weight 2.8933, d_loss 0.3996, logits_real 0.0223, logits_fake 0.0174,
Train Epoch: [1/5] Iters:[18870/20018] gen_loss 0.2252, rec_loss 0.0338, lpips_loss 0.2454, g_loss -0.0181, disc_weight 0.4000, disc_adaptive_weight 2.9837, d_loss 0.3996, logits_real 0.0228, logits_fake 0.0181,
Train Epoch: [1/5] Iters:[18880/20018] gen_loss 0.2249, rec_loss 0.0342, lpips_loss 0.2470, g_loss -0.0186, disc_weight 0.4000, disc_adaptive_weight 3.0394, d_loss 0.3996, logits_real 0.0236, logits_fake 0.0188,
Train Epoch: [1/5] Iters:[18890/20018] gen_loss 0.2234, rec_loss 0.0337, lpips_loss 0.2489, g_loss -0.0189, disc_weight 0.4000, disc_adaptive_weight 3.1371, d_loss 0.3996, logits_real 0.0241, logits_fake 0.0192,
Train Epoch: [1/5] Iters:[18900/20018] gen_loss 0.2216, rec_loss 0.0331, lpips_loss 0.2486, g_loss -0.0190, disc_weight 0.4000, disc_adaptive_weight 3.1721, d_loss 0.3995, logits_real 0.0244, logits_fake 0.0192,
Train Epoch: [1/5] Iters:[18910/20018] gen_loss 0.2215, rec_loss 0.0337, lpips_loss 0.2483, g_loss -0.0194, disc_weight 0.4000, disc_adaptive_weight 3.1231, d_loss 0.3994, logits_real 0.0247, logits_fake 0.0192,
Train Epoch: [1/5] Iters:[18920/20018] gen_loss 0.2247, rec_loss 0.0342, lpips_loss 0.2489, g_loss -0.0194, disc_weight 0.4000, disc_adaptive_weight 3.0132, d_loss 0.3994, logits_real 0.0249, logits_fake 0.0192,
Train Epoch: [1/5] Iters:[18930/20018] gen_loss 0.2233, rec_loss 0.0337, lpips_loss 0.2472, g_loss -0.0195, disc_weight 0.4000, disc_adaptive_weight 2.9475, d_loss 0.3994, logits_real 0.0248, logits_fake 0.0193,
Train Epoch: [1/5] Iters:[18940/20018] gen_loss 0.2252, rec_loss 0.0344, lpips_loss 0.2485, g_loss -0.0194, disc_weight 0.4000, disc_adaptive_weight 2.9645, d_loss 0.3994, logits_real 0.0249, logits_fake 0.0193,
Train Epoch: [1/5] Iters:[18950/20018] gen_loss 0.2263, rec_loss 0.0348, lpips_loss 0.2495, g_loss -0.0192, disc_weight 0.4000, disc_adaptive_weight 3.0293, d_loss 0.3995, logits_real 0.0247, logits_fake 0.0193,
Train Epoch: [1/5] Iters:[18960/20018] gen_loss 0.2280, rec_loss 0.0347, lpips_loss 0.2503, g_loss -0.0186, disc_weight 0.4000, disc_adaptive_weight 3.0662, d_loss 0.3995, logits_real 0.0241, logits_fake 0.0190,
Train Epoch: [1/5] Iters:[18970/20018] gen_loss 0.2231, rec_loss 0.0335, lpips_loss 0.2487, g_loss -0.0184, disc_weight 0.4000, disc_adaptive_weight 3.2162, d_loss 0.3995, logits_real 0.0239, logits_fake 0.0188,
Train Epoch: [1/5] Iters:[18980/20018] gen_loss 0.2238, rec_loss 0.0338, lpips_loss 0.2497, g_loss -0.0181, disc_weight 0.4000, disc_adaptive_weight 3.2843, d_loss 0.3995, logits_real 0.0235, logits_fake 0.0183,
Train Epoch: [1/5] Iters:[18990/20018] gen_loss 0.2224, rec_loss 0.0333, lpips_loss 0.2476, g_loss -0.0176, disc_weight 0.4000, disc_adaptive_weight 3.3293, d_loss 0.3995, logits_real 0.0229, logits_fake 0.0179,
Train Epoch: [1/5] Iters:[19000/20018] gen_loss 0.2238, rec_loss 0.0334, lpips_loss 0.2473, g_loss -0.0171, disc_weight 0.4000, disc_adaptive_weight 3.3223, d_loss 0.3995, logits_real 0.0225, logits_fake 0.0173,
Train Epoch: [1/5] Iters:[19010/20018] gen_loss 0.2240, rec_loss 0.0334, lpips_loss 0.2470, g_loss -0.0170, disc_weight 0.4000, disc_adaptive_weight 3.2908, d_loss 0.3995, logits_real 0.0223, logits_fake 0.0169,
Train Epoch: [1/5] Iters:[19020/20018] gen_loss 0.2291, rec_loss 0.0337, lpips_loss 0.2477, g_loss -0.0166, disc_weight 0.4000, disc_adaptive_weight 3.1459, d_loss 0.3995, logits_real 0.0218, logits_fake 0.0163,
Train Epoch: [1/5] Iters:[19030/20018] gen_loss 0.2330, rec_loss 0.0338, lpips_loss 0.2484, g_loss -0.0161, disc_weight 0.4000, disc_adaptive_weight 3.0444, d_loss 0.3994, logits_real 0.0215, logits_fake 0.0159,
Train Epoch: [1/5] Iters:[19040/20018] gen_loss 0.2362, rec_loss 0.0341, lpips_loss 0.2489, g_loss -0.0158, disc_weight 0.4000, disc_adaptive_weight 2.9368, d_loss 0.3995, logits_real 0.0214, logits_fake 0.0159,
Train Epoch: [1/5] Iters:[19050/20018] gen_loss 0.2348, rec_loss 0.0343, lpips_loss 0.2480, g_loss -0.0161, disc_weight 0.4000, disc_adaptive_weight 2.9344, d_loss 0.3995, logits_real 0.0213, logits_fake 0.0161,
Train Epoch: [1/5] Iters:[19060/20018] gen_loss 0.2361, rec_loss 0.0353, lpips_loss 0.2498, g_loss -0.0163, disc_weight 0.4000, disc_adaptive_weight 2.9895, d_loss 0.3996, logits_real 0.0214, logits_fake 0.0165,
Train Epoch: [1/5] Iters:[19070/20018] gen_loss 0.2360, rec_loss 0.0357, lpips_loss 0.2496, g_loss -0.0164, disc_weight 0.4000, disc_adaptive_weight 2.9811, d_loss 0.3996, logits_real 0.0215, logits_fake 0.0168,
Train Epoch: [1/5] Iters:[19080/20018] gen_loss 0.2326, rec_loss 0.0361, lpips_loss 0.2492, g_loss -0.0167, disc_weight 0.4000, disc_adaptive_weight 3.1581, d_loss 0.3996, logits_real 0.0220, logits_fake 0.0172,
Train Epoch: [1/5] Iters:[19090/20018] gen_loss 0.2283, rec_loss 0.0361, lpips_loss 0.2484, g_loss -0.0171, disc_weight 0.4000, disc_adaptive_weight 3.3060, d_loss 0.3996, logits_real 0.0219, logits_fake 0.0171,
Train Epoch: [1/5] Iters:[19100/20018] gen_loss 0.2293, rec_loss 0.0361, lpips_loss 0.2487, g_loss -0.0170, disc_weight 0.4000, disc_adaptive_weight 3.2884, d_loss 0.3996, logits_real 0.0216, logits_fake 0.0167,
Train Epoch: [1/5] Iters:[19110/20018] gen_loss 0.2276, rec_loss 0.0350, lpips_loss 0.2460, g_loss -0.0170, disc_weight 0.4000, disc_adaptive_weight 3.1602, d_loss 0.3996, logits_real 0.0219, logits_fake 0.0169,
Train Epoch: [1/5] Iters:[19120/20018] gen_loss 0.2274, rec_loss 0.0346, lpips_loss 0.2462, g_loss -0.0174, disc_weight 0.4000, disc_adaptive_weight 3.1094, d_loss 0.3995, logits_real 0.0220, logits_fake 0.0168,
Train Epoch: [1/5] Iters:[19130/20018] gen_loss 0.2262, rec_loss 0.0341, lpips_loss 0.2466, g_loss -0.0175, disc_weight 0.4000, disc_adaptive_weight 3.1380, d_loss 0.3996, logits_real 0.0220, logits_fake 0.0169,
Train Epoch: [1/5] Iters:[19140/20018] gen_loss 0.2258, rec_loss 0.0342, lpips_loss 0.2461, g_loss -0.0180, disc_weight 0.4000, disc_adaptive_weight 3.0402, d_loss 0.3996, logits_real 0.0224, logits_fake 0.0174,
Train Epoch: [1/5] Iters:[19150/20018] gen_loss 0.2240, rec_loss 0.0350, lpips_loss 0.2468, g_loss -0.0188, disc_weight 0.4000, disc_adaptive_weight 3.0745, d_loss 0.3995, logits_real 0.0232, logits_fake 0.0180,
Train Epoch: [1/5] Iters:[19160/20018] gen_loss 0.2245, rec_loss 0.0360, lpips_loss 0.2484, g_loss -0.0188, disc_weight 0.4000, disc_adaptive_weight 3.1908, d_loss 0.3994, logits_real 0.0234, logits_fake 0.0176,
Train Epoch: [1/5] Iters:[19170/20018] gen_loss 0.2257, rec_loss 0.0367, lpips_loss 0.2498, g_loss -0.0187, disc_weight 0.4000, disc_adaptive_weight 3.2539, d_loss 0.3995, logits_real 0.0233, logits_fake 0.0178,
Train Epoch: [1/5] Iters:[19180/20018] gen_loss 0.2289, rec_loss 0.0368, lpips_loss 0.2501, g_loss -0.0187, disc_weight 0.4000, disc_adaptive_weight 3.0957, d_loss 0.3995, logits_real 0.0230, logits_fake 0.0178,
Train Epoch: [1/5] Iters:[19190/20018] gen_loss 0.2272, rec_loss 0.0359, lpips_loss 0.2497, g_loss -0.0184, disc_weight 0.4000, disc_adaptive_weight 3.1811, d_loss 0.3995, logits_real 0.0229, logits_fake 0.0175,
Train Epoch: [1/5] Iters:[19200/20018] gen_loss 0.2256, rec_loss 0.0345, lpips_loss 0.2489, g_loss -0.0180, disc_weight 0.4000, disc_adaptive_weight 3.2194, d_loss 0.3995, logits_real 0.0230, logits_fake 0.0175,
Train Epoch: [1/5] Iters:[19210/20018] gen_loss 0.2243, rec_loss 0.0344, lpips_loss 0.2497, g_loss -0.0184, disc_weight 0.4000, disc_adaptive_weight 3.2553, d_loss 0.3995, logits_real 0.0234, logits_fake 0.0181,
Train Epoch: [1/5] Iters:[19220/20018] gen_loss 0.2216, rec_loss 0.0339, lpips_loss 0.2493, g_loss -0.0184, disc_weight 0.4000, disc_adaptive_weight 3.3331, d_loss 0.3994, logits_real 0.0237, logits_fake 0.0180,
Train Epoch: [1/5] Iters:[19230/20018] gen_loss 0.2215, rec_loss 0.0344, lpips_loss 0.2493, g_loss -0.0183, disc_weight 0.4000, disc_adaptive_weight 3.3938, d_loss 0.3994, logits_real 0.0238, logits_fake 0.0181,
Train Epoch: [1/5] Iters:[19240/20018] gen_loss 0.2246, rec_loss 0.0348, lpips_loss 0.2507, g_loss -0.0181, disc_weight 0.4000, disc_adaptive_weight 3.3451, d_loss 0.3994, logits_real 0.0236, logits_fake 0.0180,
Train Epoch: [1/5] Iters:[19250/20018] gen_loss 0.2297, rec_loss 0.0357, lpips_loss 0.2522, g_loss -0.0177, disc_weight 0.4000, disc_adaptive_weight 3.2816, d_loss 0.3995, logits_real 0.0229, logits_fake 0.0176,
Train Epoch: [1/5] Iters:[19260/20018] gen_loss 0.2294, rec_loss 0.0351, lpips_loss 0.2499, g_loss -0.0176, disc_weight 0.4000, disc_adaptive_weight 3.1726, d_loss 0.3995, logits_real 0.0227, logits_fake 0.0174,
Train Epoch: [1/5] Iters:[19270/20018] gen_loss 0.2307, rec_loss 0.0346, lpips_loss 0.2482, g_loss -0.0172, disc_weight 0.4000, disc_adaptive_weight 3.0661, d_loss 0.3996, logits_real 0.0225, logits_fake 0.0175,
Train Epoch: [1/5] Iters:[19280/20018] gen_loss 0.2309, rec_loss 0.0340, lpips_loss 0.2476, g_loss -0.0172, disc_weight 0.4000, disc_adaptive_weight 2.9853, d_loss 0.3995, logits_real 0.0226, logits_fake 0.0172,
Train Epoch: [1/5] Iters:[19290/20018] gen_loss 0.2308, rec_loss 0.0337, lpips_loss 0.2466, g_loss -0.0172, disc_weight 0.4000, disc_adaptive_weight 2.9246, d_loss 0.3995, logits_real 0.0227, logits_fake 0.0175,
Train Epoch: [1/5] Iters:[19300/20018] gen_loss 0.2275, rec_loss 0.0330, lpips_loss 0.2447, g_loss -0.0173, disc_weight 0.4000, disc_adaptive_weight 2.9493, d_loss 0.3995, logits_real 0.0229, logits_fake 0.0177,
Train Epoch: [1/5] Iters:[19310/20018] gen_loss 0.2299, rec_loss 0.0337, lpips_loss 0.2474, g_loss -0.0171, disc_weight 0.4000, disc_adaptive_weight 3.0217, d_loss 0.3996, logits_real 0.0224, logits_fake 0.0176,
Train Epoch: [1/5] Iters:[19320/20018] gen_loss 0.2284, rec_loss 0.0338, lpips_loss 0.2494, g_loss -0.0176, disc_weight 0.4000, disc_adaptive_weight 3.1292, d_loss 0.3996, logits_real 0.0223, logits_fake 0.0176,
Train Epoch: [1/5] Iters:[19330/20018] gen_loss 0.2263, rec_loss 0.0335, lpips_loss 0.2490, g_loss -0.0175, disc_weight 0.4000, disc_adaptive_weight 3.2334, d_loss 0.3996, logits_real 0.0222, logits_fake 0.0175,
Train Epoch: [1/5] Iters:[19340/20018] gen_loss 0.2257, rec_loss 0.0342, lpips_loss 0.2495, g_loss -0.0175, disc_weight 0.4000, disc_adaptive_weight 3.3273, d_loss 0.3997, logits_real 0.0220, logits_fake 0.0176,
Train Epoch: [1/5] Iters:[19350/20018] gen_loss 0.2251, rec_loss 0.0347, lpips_loss 0.2506, g_loss -0.0177, disc_weight 0.4000, disc_adaptive_weight 3.4008, d_loss 0.3997, logits_real 0.0220, logits_fake 0.0176,
Train Epoch: [1/5] Iters:[19360/20018] gen_loss 0.2186, rec_loss 0.0342, lpips_loss 0.2486, g_loss -0.0177, disc_weight 0.4000, disc_adaptive_weight 3.6156, d_loss 0.3996, logits_real 0.0224, logits_fake 0.0178,
Train Epoch: [1/5] Iters:[19370/20018] gen_loss 0.2164, rec_loss 0.0340, lpips_loss 0.2468, g_loss -0.0177, disc_weight 0.4000, disc_adaptive_weight 3.6508, d_loss 0.3996, logits_real 0.0225, logits_fake 0.0180,
Train Epoch: [1/5] Iters:[19380/20018] gen_loss 0.2170, rec_loss 0.0348, lpips_loss 0.2480, g_loss -0.0181, disc_weight 0.4000, disc_adaptive_weight 3.6477, d_loss 0.3996, logits_real 0.0231, logits_fake 0.0185,
Train Epoch: [1/5] Iters:[19390/20018] gen_loss 0.2173, rec_loss 0.0348, lpips_loss 0.2483, g_loss -0.0185, disc_weight 0.4000, disc_adaptive_weight 3.5707, d_loss 0.3996, logits_real 0.0236, logits_fake 0.0190,
Train Epoch: [1/5] Iters:[19400/20018] gen_loss 0.2170, rec_loss 0.0347, lpips_loss 0.2474, g_loss -0.0189, disc_weight 0.4000, disc_adaptive_weight 3.4706, d_loss 0.3996, logits_real 0.0239, logits_fake 0.0193,
Train Epoch: [1/5] Iters:[19410/20018] gen_loss 0.2192, rec_loss 0.0347, lpips_loss 0.2475, g_loss -0.0190, disc_weight 0.4000, disc_adaptive_weight 3.3244, d_loss 0.3997, logits_real 0.0241, logits_fake 0.0197,
Train Epoch: [1/5] Iters:[19420/20018] gen_loss 0.2202, rec_loss 0.0351, lpips_loss 0.2480, g_loss -0.0190, disc_weight 0.4000, disc_adaptive_weight 3.3225, d_loss 0.3996, logits_real 0.0243, logits_fake 0.0197,
Train Epoch: [1/5] Iters:[19430/20018] gen_loss 0.2208, rec_loss 0.0353, lpips_loss 0.2483, g_loss -0.0191, disc_weight 0.4000, disc_adaptive_weight 3.2914, d_loss 0.3996, logits_real 0.0242, logits_fake 0.0194,
Train Epoch: [1/5] Iters:[19440/20018] gen_loss 0.2188, rec_loss 0.0356, lpips_loss 0.2491, g_loss -0.0190, disc_weight 0.4000, disc_adaptive_weight 3.4694, d_loss 0.3996, logits_real 0.0240, logits_fake 0.0192,
Train Epoch: [1/5] Iters:[19450/20018] gen_loss 0.2182, rec_loss 0.0356, lpips_loss 0.2497, g_loss -0.0190, disc_weight 0.4000, disc_adaptive_weight 3.5312, d_loss 0.3996, logits_real 0.0242, logits_fake 0.0193,
Train Epoch: [1/5] Iters:[19460/20018] gen_loss 0.2199, rec_loss 0.0357, lpips_loss 0.2499, g_loss -0.0190, disc_weight 0.4000, disc_adaptive_weight 3.4680, d_loss 0.3995, logits_real 0.0239, logits_fake 0.0188,
Train Epoch: [1/5] Iters:[19470/20018] gen_loss 0.2215, rec_loss 0.0356, lpips_loss 0.2504, g_loss -0.0194, disc_weight 0.4000, disc_adaptive_weight 3.3367, d_loss 0.3996, logits_real 0.0235, logits_fake 0.0189,
Train Epoch: [1/5] Iters:[19480/20018] gen_loss 0.2199, rec_loss 0.0349, lpips_loss 0.2496, g_loss -0.0195, disc_weight 0.4000, disc_adaptive_weight 3.3239, d_loss 0.3997, logits_real 0.0238, logits_fake 0.0193,
Train Epoch: [1/5] Iters:[19490/20018] gen_loss 0.2199, rec_loss 0.0340, lpips_loss 0.2486, g_loss -0.0200, disc_weight 0.4000, disc_adaptive_weight 3.1558, d_loss 0.3996, logits_real 0.0244, logits_fake 0.0196,
Train Epoch: [1/5] Iters:[19500/20018] gen_loss 0.2205, rec_loss 0.0339, lpips_loss 0.2478, g_loss -0.0202, disc_weight 0.4000, disc_adaptive_weight 3.0450, d_loss 0.3996, logits_real 0.0245, logits_fake 0.0198,
Train Epoch: [1/5] Iters:[19510/20018] gen_loss 0.2190, rec_loss 0.0339, lpips_loss 0.2475, g_loss -0.0205, disc_weight 0.4000, disc_adaptive_weight 3.0459, d_loss 0.3996, logits_real 0.0252, logits_fake 0.0203,
Train Epoch: [1/5] Iters:[19520/20018] gen_loss 0.2173, rec_loss 0.0336, lpips_loss 0.2461, g_loss -0.0207, disc_weight 0.4000, disc_adaptive_weight 3.0291, d_loss 0.3995, logits_real 0.0258, logits_fake 0.0205,
Train Epoch: [1/5] Iters:[19530/20018] gen_loss 0.2153, rec_loss 0.0336, lpips_loss 0.2457, g_loss -0.0208, disc_weight 0.4000, disc_adaptive_weight 3.0715, d_loss 0.3995, logits_real 0.0261, logits_fake 0.0207,
Train Epoch: [1/5] Iters:[19540/20018] gen_loss 0.2155, rec_loss 0.0338, lpips_loss 0.2465, g_loss -0.0208, disc_weight 0.4000, disc_adaptive_weight 3.1135, d_loss 0.3996, logits_real 0.0261, logits_fake 0.0212,
Train Epoch: [1/5] Iters:[19550/20018] gen_loss 0.2133, rec_loss 0.0335, lpips_loss 0.2471, g_loss -0.0211, disc_weight 0.4000, disc_adaptive_weight 3.1860, d_loss 0.3996, logits_real 0.0263, logits_fake 0.0216,
Train Epoch: [1/5] Iters:[19560/20018] gen_loss 0.2129, rec_loss 0.0336, lpips_loss 0.2477, g_loss -0.0214, disc_weight 0.4000, disc_adaptive_weight 3.1962, d_loss 0.3997, logits_real 0.0264, logits_fake 0.0219,
Train Epoch: [1/5] Iters:[19570/20018] gen_loss 0.2083, rec_loss 0.0343, lpips_loss 0.2489, g_loss -0.0218, disc_weight 0.4000, disc_adaptive_weight 3.4274, d_loss 0.3997, logits_real 0.0265, logits_fake 0.0222,
Train Epoch: [1/5] Iters:[19580/20018] gen_loss 0.2083, rec_loss 0.0344, lpips_loss 0.2498, g_loss -0.0221, disc_weight 0.4000, disc_adaptive_weight 3.4378, d_loss 0.3997, logits_real 0.0265, logits_fake 0.0223,
Train Epoch: [1/5] Iters:[19590/20018] gen_loss 0.2071, rec_loss 0.0350, lpips_loss 0.2498, g_loss -0.0221, disc_weight 0.4000, disc_adaptive_weight 3.5227, d_loss 0.3996, logits_real 0.0266, logits_fake 0.0220,
