dataset_dir: /projects/yuanai/data/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8_10_13_16
importance: (1, 1, 1, 2, 2, 2, 3, 3, 5, 5)
max_patch_size: 16
codebook_size: 16384
codebook_dim: 8
project_dim: 16
pq: 1
L: 4
alpha: 1.0
beta: 0.2
gamma: 1.0
disc_weight: 0.4
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: wasserstein_vq
use_multiscale: False
transplant_epochs: 2
refinement_epochs: 5
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 1e-05
stage: refinement
path: bc
checkpoint_dir: /projects/yuanai/projects/VQ-Transplant2/checkpoint/Refinement/ImageNet
results_dir: /projects/yuanai/projects/VQ-Transplant2/results/Refinement/ImageNet
saver_dir: /projects/yuanai/projects/VQ-Transplant2/saver/Refinement/ImageNet
reconstruction_dir: /projects/yuanai/projects/VQ-Transplant2/reconstruction/Refinement/ImageNet
yaml_dir: /projects/yuanai/projects/VQ-Transplant2/yaml/Refinement/ImageNet
pretrained_tokenizer: /projects/yuanai/projects/VQ-Transplant2/pretrained_tokenizer/model.ckpt
checkpoint_name: checkpoint-wasserstein_vq_transplant_False_ImageNet_model_16384_8_1_loss_1.0_0.2_1.0_0.4.pth.tar
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
ms_token_size: (1, 2, 3, 4, 5, 6, 8, 10, 13, 16)
init_checkpoint_dir: /projects/yuanai/projects/VQ-Transplant2/checkpoint/
data_pre: ImageNet
model_pre: model_16384_8_1
loss_pre: loss_1.0_0.2_1.0_0.4
training_pre: wasserstein_vq_refinement_False
saver_name_pre: wasserstein_vq_refinement_False_ImageNet_model_16384_8_1_loss_1.0_0.2_1.0_0.4
| distributed init (rank 0): env://
| distributed init (rank 1): env://
making attention of type 'vanilla' with 512 in_channels
making attention of type 'vanilla' with 512 in_channels
making attention of type 'vanilla' with 512 in_channels
Working with z of shape (1, 16, 16, 16) = 4096 dimensions.
making attention of type 'vanilla' with 512 in_channels
making attention of type 'vanilla' with 512 in_channels
making attention of type 'vanilla' with 512 in_channels
making attention of type 'vanilla' with 512 in_channels
VQ Model Parameters: 69609635
loaded pretrained LPIPS loss from /projects/yuanai/projects/VQ-Transplant2/code/models/cache/vgg.pth
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000010
Train Epoch: [1/5] Iters:[10/20018] gen_loss 0.7751, rec_loss 0.0235, lpips_loss 0.2106, g_loss 0.2084, disc_weight 0.4000, disc_adaptive_weight 2.5924, d_loss 2.5974, logits_real -0.2038, logits_fake -0.2154,
Train Epoch: [1/5] Iters:[16510/20018] gen_loss 0.3244, rec_loss 0.0286, lpips_loss 0.2010, g_loss 0.0284, disc_weight 0.4000, disc_adaptive_weight 3.3401, d_loss 0.4000, logits_real -0.0258, logits_fake -0.0286,
Train Epoch: [1/5] Iters:[16520/20018] gen_loss 0.3239, rec_loss 0.0293, lpips_loss 0.2025, g_loss 0.0284, disc_weight 0.4000, disc_adaptive_weight 3.2483, d_loss 0.3999, logits_real -0.0255, logits_fake -0.0286,
Train Epoch: [1/5] Iters:[16530/20018] gen_loss 0.3260, rec_loss 0.0294, lpips_loss 0.2038, g_loss 0.0282, disc_weight 0.4000, disc_adaptive_weight 3.3005, d_loss 0.4000, logits_real -0.0255, logits_fake -0.0284,
Train Epoch: [1/5] Iters:[16540/20018] gen_loss 0.3247, rec_loss 0.0295, lpips_loss 0.2034, g_loss 0.0277, disc_weight 0.4000, disc_adaptive_weight 3.3186, d_loss 0.4000, logits_real -0.0252, logits_fake -0.0280,
Train Epoch: [1/5] Iters:[16550/20018] gen_loss 0.3228, rec_loss 0.0291, lpips_loss 0.2029, g_loss 0.0271, disc_weight 0.4000, disc_adaptive_weight 3.3561, d_loss 0.4000, logits_real -0.0246, logits_fake -0.0274,
Train Epoch: [1/5] Iters:[16560/20018] gen_loss 0.3244, rec_loss 0.0293, lpips_loss 0.2040, g_loss 0.0266, disc_weight 0.4000, disc_adaptive_weight 3.4114, d_loss 0.4000, logits_real -0.0241, logits_fake -0.0270,
Train Epoch: [1/5] Iters:[16570/20018] gen_loss 0.3199, rec_loss 0.0281, lpips_loss 0.2030, g_loss 0.0265, disc_weight 0.4000, disc_adaptive_weight 3.3407, d_loss 0.4000, logits_real -0.0240, logits_fake -0.0267,
Train Epoch: [1/5] Iters:[16580/20018] gen_loss 0.3180, rec_loss 0.0282, lpips_loss 0.2031, g_loss 0.0263, disc_weight 0.4000, disc_adaptive_weight 3.2806, d_loss 0.4000, logits_real -0.0236, logits_fake -0.0264,
Train Epoch: [1/5] Iters:[16590/20018] gen_loss 0.3189, rec_loss 0.0283, lpips_loss 0.2031, g_loss 0.0265, disc_weight 0.4000, disc_adaptive_weight 3.2934, d_loss 0.4000, logits_real -0.0238, logits_fake -0.0266,
Train Epoch: [1/5] Iters:[16600/20018] gen_loss 0.3196, rec_loss 0.0289, lpips_loss 0.2038, g_loss 0.0267, disc_weight 0.4000, disc_adaptive_weight 3.2489, d_loss 0.4000, logits_real -0.0238, logits_fake -0.0265,
Train Epoch: [1/5] Iters:[16610/20018] gen_loss 0.3154, rec_loss 0.0283, lpips_loss 0.2030, g_loss 0.0267, disc_weight 0.4000, disc_adaptive_weight 3.1514, d_loss 0.4000, logits_real -0.0240, logits_fake -0.0266,
Train Epoch: [1/5] Iters:[16620/20018] gen_loss 0.3145, rec_loss 0.0279, lpips_loss 0.2018, g_loss 0.0268, disc_weight 0.4000, disc_adaptive_weight 3.1640, d_loss 0.4000, logits_real -0.0239, logits_fake -0.0266,
Train Epoch: [1/5] Iters:[16630/20018] gen_loss 0.3146, rec_loss 0.0282, lpips_loss 0.2015, g_loss 0.0266, disc_weight 0.4000, disc_adaptive_weight 3.2002, d_loss 0.4000, logits_real -0.0238, logits_fake -0.0264,
Train Epoch: [1/5] Iters:[16640/20018] gen_loss 0.3139, rec_loss 0.0278, lpips_loss 0.2017, g_loss 0.0264, disc_weight 0.4000, disc_adaptive_weight 3.1978, d_loss 0.4000, logits_real -0.0233, logits_fake -0.0260,
Train Epoch: [1/5] Iters:[16650/20018] gen_loss 0.3103, rec_loss 0.0272, lpips_loss 0.2000, g_loss 0.0265, disc_weight 0.4000, disc_adaptive_weight 3.1442, d_loss 0.4000, logits_real -0.0232, logits_fake -0.0262,
Train Epoch: [1/5] Iters:[16660/20018] gen_loss 0.3093, rec_loss 0.0277, lpips_loss 0.1999, g_loss 0.0263, disc_weight 0.4000, disc_adaptive_weight 3.1147, d_loss 0.3999, logits_real -0.0229, logits_fake -0.0262,
Train Epoch: [1/5] Iters:[16670/20018] gen_loss 0.3099, rec_loss 0.0280, lpips_loss 0.2012, g_loss 0.0264, disc_weight 0.4000, disc_adaptive_weight 3.0619, d_loss 0.3999, logits_real -0.0230, logits_fake -0.0262,
Train Epoch: [1/5] Iters:[16680/20018] gen_loss 0.3112, rec_loss 0.0273, lpips_loss 0.2010, g_loss 0.0268, disc_weight 0.4000, disc_adaptive_weight 3.0892, d_loss 0.3999, logits_real -0.0233, logits_fake -0.0266,
Train Epoch: [1/5] Iters:[16690/20018] gen_loss 0.3121, rec_loss 0.0276, lpips_loss 0.2018, g_loss 0.0267, disc_weight 0.4000, disc_adaptive_weight 3.0855, d_loss 0.3999, logits_real -0.0233, logits_fake -0.0266,
Train Epoch: [1/5] Iters:[16700/20018] gen_loss 0.3171, rec_loss 0.0278, lpips_loss 0.2027, g_loss 0.0270, disc_weight 0.4000, disc_adaptive_weight 3.1907, d_loss 0.3999, logits_real -0.0236, logits_fake -0.0269,
Train Epoch: [1/5] Iters:[16710/20018] gen_loss 0.3225, rec_loss 0.0280, lpips_loss 0.2039, g_loss 0.0273, disc_weight 0.4000, disc_adaptive_weight 3.3140, d_loss 0.4000, logits_real -0.0242, logits_fake -0.0270,
Train Epoch: [1/5] Iters:[16720/20018] gen_loss 0.3242, rec_loss 0.0279, lpips_loss 0.2028, g_loss 0.0273, disc_weight 0.4000, disc_adaptive_weight 3.4061, d_loss 0.4000, logits_real -0.0245, logits_fake -0.0273,
Train Epoch: [1/5] Iters:[16730/20018] gen_loss 0.3258, rec_loss 0.0294, lpips_loss 0.2038, g_loss 0.0274, disc_weight 0.4000, disc_adaptive_weight 3.3756, d_loss 0.4000, logits_real -0.0246, logits_fake -0.0275,
Train Epoch: [1/5] Iters:[16740/20018] gen_loss 0.3263, rec_loss 0.0295, lpips_loss 0.2027, g_loss 0.0281, disc_weight 0.4000, disc_adaptive_weight 3.3446, d_loss 0.4000, logits_real -0.0255, logits_fake -0.0284,
Train Epoch: [1/5] Iters:[16750/20018] gen_loss 0.3267, rec_loss 0.0296, lpips_loss 0.2038, g_loss 0.0286, disc_weight 0.4000, disc_adaptive_weight 3.2657, d_loss 0.4000, logits_real -0.0261, logits_fake -0.0290,
Train Epoch: [1/5] Iters:[16760/20018] gen_loss 0.3271, rec_loss 0.0298, lpips_loss 0.2030, g_loss 0.0292, disc_weight 0.4000, disc_adaptive_weight 3.2357, d_loss 0.3999, logits_real -0.0264, logits_fake -0.0296,
Train Epoch: [1/5] Iters:[16770/20018] gen_loss 0.3276, rec_loss 0.0290, lpips_loss 0.2013, g_loss 0.0299, disc_weight 0.4000, disc_adaptive_weight 3.2624, d_loss 0.3999, logits_real -0.0269, logits_fake -0.0301,
Train Epoch: [1/5] Iters:[16780/20018] gen_loss 0.3280, rec_loss 0.0274, lpips_loss 0.1998, g_loss 0.0303, disc_weight 0.4000, disc_adaptive_weight 3.3246, d_loss 0.4000, logits_real -0.0273, logits_fake -0.0302,
Train Epoch: [1/5] Iters:[16790/20018] gen_loss 0.3293, rec_loss 0.0271, lpips_loss 0.2003, g_loss 0.0301, disc_weight 0.4000, disc_adaptive_weight 3.3956, d_loss 0.4000, logits_real -0.0271, logits_fake -0.0298,
Train Epoch: [1/5] Iters:[16800/20018] gen_loss 0.3293, rec_loss 0.0275, lpips_loss 0.2001, g_loss 0.0296, disc_weight 0.4000, disc_adaptive_weight 3.4440, d_loss 0.4000, logits_real -0.0266, logits_fake -0.0292,
Train Epoch: [1/5] Iters:[16810/20018] gen_loss 0.3249, rec_loss 0.0271, lpips_loss 0.2012, g_loss 0.0291, disc_weight 0.4000, disc_adaptive_weight 3.3022, d_loss 0.4000, logits_real -0.0263, logits_fake -0.0288,
Train Epoch: [1/5] Iters:[16820/20018] gen_loss 0.3260, rec_loss 0.0277, lpips_loss 0.2034, g_loss 0.0286, disc_weight 0.4000, disc_adaptive_weight 3.3178, d_loss 0.4000, logits_real -0.0257, logits_fake -0.0285,
Train Epoch: [1/5] Iters:[16830/20018] gen_loss 0.3234, rec_loss 0.0279, lpips_loss 0.2033, g_loss 0.0284, disc_weight 0.4000, disc_adaptive_weight 3.2481, d_loss 0.3999, logits_real -0.0254, logits_fake -0.0284,
Train Epoch: [1/5] Iters:[16840/20018] gen_loss 0.3222, rec_loss 0.0278, lpips_loss 0.2024, g_loss 0.0283, disc_weight 0.4000, disc_adaptive_weight 3.2411, d_loss 0.3999, logits_real -0.0254, logits_fake -0.0285,
Train Epoch: [1/5] Iters:[16850/20018] gen_loss 0.3232, rec_loss 0.0275, lpips_loss 0.2025, g_loss 0.0281, disc_weight 0.4000, disc_adaptive_weight 3.3116, d_loss 0.4000, logits_real -0.0253, logits_fake -0.0283,
Train Epoch: [1/5] Iters:[16860/20018] gen_loss 0.3251, rec_loss 0.0276, lpips_loss 0.2011, g_loss 0.0283, disc_weight 0.4000, disc_adaptive_weight 3.4040, d_loss 0.3999, logits_real -0.0253, logits_fake -0.0286,
Train Epoch: [1/5] Iters:[16870/20018] gen_loss 0.3232, rec_loss 0.0282, lpips_loss 0.2010, g_loss 0.0287, disc_weight 0.4000, disc_adaptive_weight 3.2817, d_loss 0.3999, logits_real -0.0256, logits_fake -0.0289,
Train Epoch: [1/5] Iters:[16880/20018] gen_loss 0.3232, rec_loss 0.0286, lpips_loss 0.2011, g_loss 0.0290, disc_weight 0.4000, disc_adaptive_weight 3.2300, d_loss 0.3999, logits_real -0.0260, logits_fake -0.0291,
Train Epoch: [1/5] Iters:[16890/20018] gen_loss 0.3231, rec_loss 0.0289, lpips_loss 0.2014, g_loss 0.0292, disc_weight 0.4000, disc_adaptive_weight 3.1883, d_loss 0.3999, logits_real -0.0261, logits_fake -0.0293,
Train Epoch: [1/5] Iters:[16900/20018] gen_loss 0.3210, rec_loss 0.0288, lpips_loss 0.2008, g_loss 0.0297, disc_weight 0.4000, disc_adaptive_weight 3.0815, d_loss 0.3999, logits_real -0.0265, logits_fake -0.0297,
Train Epoch: [1/5] Iters:[16910/20018] gen_loss 0.3240, rec_loss 0.0287, lpips_loss 0.2018, g_loss 0.0297, disc_weight 0.4000, disc_adaptive_weight 3.1475, d_loss 0.3999, logits_real -0.0267, logits_fake -0.0297,
Train Epoch: [1/5] Iters:[16920/20018] gen_loss 0.3245, rec_loss 0.0285, lpips_loss 0.2019, g_loss 0.0295, disc_weight 0.4000, disc_adaptive_weight 3.1938, d_loss 0.4000, logits_real -0.0264, logits_fake -0.0291,
Train Epoch: [1/5] Iters:[16930/20018] gen_loss 0.3232, rec_loss 0.0285, lpips_loss 0.2024, g_loss 0.0292, disc_weight 0.4000, disc_adaptive_weight 3.1709, d_loss 0.3999, logits_real -0.0259, logits_fake -0.0289,
Train Epoch: [1/5] Iters:[16940/20018] gen_loss 0.3210, rec_loss 0.0283, lpips_loss 0.2018, g_loss 0.0291, disc_weight 0.4000, disc_adaptive_weight 3.1324, d_loss 0.3999, logits_real -0.0256, logits_fake -0.0288,
Train Epoch: [1/5] Iters:[16950/20018] gen_loss 0.3231, rec_loss 0.0284, lpips_loss 0.2012, g_loss 0.0285, disc_weight 0.4000, disc_adaptive_weight 3.2856, d_loss 0.3999, logits_real -0.0252, logits_fake -0.0285,
Train Epoch: [1/5] Iters:[16960/20018] gen_loss 0.3219, rec_loss 0.0285, lpips_loss 0.2004, g_loss 0.0280, disc_weight 0.4000, disc_adaptive_weight 3.3289, d_loss 0.3999, logits_real -0.0248, logits_fake -0.0280,
Train Epoch: [1/5] Iters:[16970/20018] gen_loss 0.3217, rec_loss 0.0282, lpips_loss 0.1997, g_loss 0.0278, disc_weight 0.4000, disc_adaptive_weight 3.3883, d_loss 0.3999, logits_real -0.0247, logits_fake -0.0281,
Train Epoch: [1/5] Iters:[16980/20018] gen_loss 0.3226, rec_loss 0.0285, lpips_loss 0.2000, g_loss 0.0276, disc_weight 0.4000, disc_adaptive_weight 3.4168, d_loss 0.4000, logits_real -0.0249, logits_fake -0.0279,
Train Epoch: [1/5] Iters:[16990/20018] gen_loss 0.3298, rec_loss 0.0291, lpips_loss 0.2014, g_loss 0.0275, disc_weight 0.4000, disc_adaptive_weight 3.6177, d_loss 0.4000, logits_real -0.0250, logits_fake -0.0277,
Train Epoch: [1/5] Iters:[17000/20018] gen_loss 0.3280, rec_loss 0.0296, lpips_loss 0.2026, g_loss 0.0276, disc_weight 0.4000, disc_adaptive_weight 3.4823, d_loss 0.4001, logits_real -0.0251, logits_fake -0.0276,
Train Epoch: [1/5] Iters:[17010/20018] gen_loss 0.3262, rec_loss 0.0292, lpips_loss 0.2029, g_loss 0.0277, disc_weight 0.4000, disc_adaptive_weight 3.3946, d_loss 0.4001, logits_real -0.0254, logits_fake -0.0279,
Train Epoch: [1/5] Iters:[17020/20018] gen_loss 0.3243, rec_loss 0.0292, lpips_loss 0.2030, g_loss 0.0279, disc_weight 0.4000, disc_adaptive_weight 3.3012, d_loss 0.4001, logits_real -0.0255, logits_fake -0.0278,
Train Epoch: [1/5] Iters:[17030/20018] gen_loss 0.3237, rec_loss 0.0284, lpips_loss 0.2021, g_loss 0.0282, disc_weight 0.4000, disc_adaptive_weight 3.3107, d_loss 0.4000, logits_real -0.0256, logits_fake -0.0282,
Train Epoch: [1/5] Iters:[17040/20018] gen_loss 0.3175, rec_loss 0.0279, lpips_loss 0.2017, g_loss 0.0282, disc_weight 0.4000, disc_adaptive_weight 3.1130, d_loss 0.4000, logits_real -0.0257, logits_fake -0.0284,
Train Epoch: [1/5] Iters:[17050/20018] gen_loss 0.3160, rec_loss 0.0271, lpips_loss 0.2005, g_loss 0.0287, disc_weight 0.4000, disc_adaptive_weight 3.0732, d_loss 0.3999, logits_real -0.0257, logits_fake -0.0288,
Train Epoch: [1/5] Iters:[17060/20018] gen_loss 0.3160, rec_loss 0.0270, lpips_loss 0.1998, g_loss 0.0290, disc_weight 0.4000, disc_adaptive_weight 3.0665, d_loss 0.3999, logits_real -0.0257, logits_fake -0.0291,
Train Epoch: [1/5] Iters:[17070/20018] gen_loss 0.3202, rec_loss 0.0270, lpips_loss 0.2004, g_loss 0.0293, disc_weight 0.4000, disc_adaptive_weight 3.1623, d_loss 0.3998, logits_real -0.0259, logits_fake -0.0295,
Train Epoch: [1/5] Iters:[17080/20018] gen_loss 0.3228, rec_loss 0.0277, lpips_loss 0.2031, g_loss 0.0293, disc_weight 0.4000, disc_adaptive_weight 3.1374, d_loss 0.3998, logits_real -0.0258, logits_fake -0.0293,
Train Epoch: [1/5] Iters:[17090/20018] gen_loss 0.3243, rec_loss 0.0275, lpips_loss 0.2028, g_loss 0.0295, disc_weight 0.4000, disc_adaptive_weight 3.1806, d_loss 0.3998, logits_real -0.0260, logits_fake -0.0294,
Train Epoch: [1/5] Iters:[17100/20018] gen_loss 0.3279, rec_loss 0.0283, lpips_loss 0.2040, g_loss 0.0294, disc_weight 0.4000, disc_adaptive_weight 3.2549, d_loss 0.3999, logits_real -0.0261, logits_fake -0.0293,
Train Epoch: [1/5] Iters:[17110/20018] gen_loss 0.3310, rec_loss 0.0288, lpips_loss 0.2043, g_loss 0.0293, disc_weight 0.4000, disc_adaptive_weight 3.3438, d_loss 0.3999, logits_real -0.0262, logits_fake -0.0292,
Train Epoch: [1/5] Iters:[17120/20018] gen_loss 0.3239, rec_loss 0.0288, lpips_loss 0.2034, g_loss 0.0289, disc_weight 0.4000, disc_adaptive_weight 3.1723, d_loss 0.3999, logits_real -0.0259, logits_fake -0.0291,
Train Epoch: [1/5] Iters:[17130/20018] gen_loss 0.3205, rec_loss 0.0286, lpips_loss 0.2015, g_loss 0.0289, disc_weight 0.4000, disc_adaptive_weight 3.1346, d_loss 0.3999, logits_real -0.0258, logits_fake -0.0292,
Train Epoch: [1/5] Iters:[17140/20018] gen_loss 0.3226, rec_loss 0.0289, lpips_loss 0.2018, g_loss 0.0289, disc_weight 0.4000, disc_adaptive_weight 3.1900, d_loss 0.3998, logits_real -0.0258, logits_fake -0.0294,
Train Epoch: [1/5] Iters:[17150/20018] gen_loss 0.3181, rec_loss 0.0283, lpips_loss 0.2007, g_loss 0.0286, disc_weight 0.4000, disc_adaptive_weight 3.1187, d_loss 0.3998, logits_real -0.0258, logits_fake -0.0296,
Train Epoch: [1/5] Iters:[17160/20018] gen_loss 0.3170, rec_loss 0.0284, lpips_loss 0.2007, g_loss 0.0286, disc_weight 0.4000, disc_adaptive_weight 3.0739, d_loss 0.3998, logits_real -0.0257, logits_fake -0.0295,
Train Epoch: [1/5] Iters:[17170/20018] gen_loss 0.3232, rec_loss 0.0288, lpips_loss 0.2007, g_loss 0.0285, disc_weight 0.4000, disc_adaptive_weight 3.2930, d_loss 0.3998, logits_real -0.0256, logits_fake -0.0296,
Train Epoch: [1/5] Iters:[17180/20018] gen_loss 0.3242, rec_loss 0.0292, lpips_loss 0.2008, g_loss 0.0281, disc_weight 0.4000, disc_adaptive_weight 3.3498, d_loss 0.3999, logits_real -0.0256, logits_fake -0.0290,
Train Epoch: [1/5] Iters:[17190/20018] gen_loss 0.3218, rec_loss 0.0290, lpips_loss 0.2009, g_loss 0.0276, disc_weight 0.4000, disc_adaptive_weight 3.3257, d_loss 0.3999, logits_real -0.0250, logits_fake -0.0283,
Train Epoch: [1/5] Iters:[17200/20018] gen_loss 0.3202, rec_loss 0.0290, lpips_loss 0.2015, g_loss 0.0272, disc_weight 0.4000, disc_adaptive_weight 3.2932, d_loss 0.3999, logits_real -0.0244, logits_fake -0.0276,
Train Epoch: [1/5] Iters:[17210/20018] gen_loss 0.3146, rec_loss 0.0285, lpips_loss 0.2013, g_loss 0.0267, disc_weight 0.4000, disc_adaptive_weight 3.1686, d_loss 0.3999, logits_real -0.0238, logits_fake -0.0272,
Train Epoch: [1/5] Iters:[17220/20018] gen_loss 0.3147, rec_loss 0.0284, lpips_loss 0.2024, g_loss 0.0267, disc_weight 0.4000, disc_adaptive_weight 3.1406, d_loss 0.4000, logits_real -0.0240, logits_fake -0.0268,
Train Epoch: [1/5] Iters:[17230/20018] gen_loss 0.3156, rec_loss 0.0282, lpips_loss 0.2027, g_loss 0.0268, disc_weight 0.4000, disc_adaptive_weight 3.1601, d_loss 0.4000, logits_real -0.0241, logits_fake -0.0269,
Train Epoch: [1/5] Iters:[17240/20018] gen_loss 0.3139, rec_loss 0.0280, lpips_loss 0.2013, g_loss 0.0268, disc_weight 0.4000, disc_adaptive_weight 3.1485, d_loss 0.4000, logits_real -0.0244, logits_fake -0.0271,
Train Epoch: [1/5] Iters:[17250/20018] gen_loss 0.3170, rec_loss 0.0287, lpips_loss 0.2019, g_loss 0.0267, disc_weight 0.4000, disc_adaptive_weight 3.2299, d_loss 0.4000, logits_real -0.0244, logits_fake -0.0270,
Train Epoch: [1/5] Iters:[17260/20018] gen_loss 0.3169, rec_loss 0.0287, lpips_loss 0.2021, g_loss 0.0266, disc_weight 0.4000, disc_adaptive_weight 3.2232, d_loss 0.4001, logits_real -0.0245, logits_fake -0.0268,
Train Epoch: [1/5] Iters:[17270/20018] gen_loss 0.3157, rec_loss 0.0284, lpips_loss 0.2009, g_loss 0.0265, disc_weight 0.4000, disc_adaptive_weight 3.2565, d_loss 0.4000, logits_real -0.0241, logits_fake -0.0266,
Train Epoch: [1/5] Iters:[17280/20018] gen_loss 0.3133, rec_loss 0.0278, lpips_loss 0.1999, g_loss 0.0264, disc_weight 0.4000, disc_adaptive_weight 3.2372, d_loss 0.4000, logits_real -0.0237, logits_fake -0.0265,
Train Epoch: [1/5] Iters:[17290/20018] gen_loss 0.3166, rec_loss 0.0281, lpips_loss 0.2006, g_loss 0.0262, disc_weight 0.4000, disc_adaptive_weight 3.3356, d_loss 0.3999, logits_real -0.0233, logits_fake -0.0263,
Train Epoch: [1/5] Iters:[17300/20018] gen_loss 0.3193, rec_loss 0.0278, lpips_loss 0.1998, g_loss 0.0266, disc_weight 0.4000, disc_adaptive_weight 3.4312, d_loss 0.3999, logits_real -0.0237, logits_fake -0.0266,
Train Epoch: [1/5] Iters:[17310/20018] gen_loss 0.3245, rec_loss 0.0281, lpips_loss 0.1994, g_loss 0.0267, disc_weight 0.4000, disc_adaptive_weight 3.6283, d_loss 0.3999, logits_real -0.0237, logits_fake -0.0267,
Train Epoch: [1/5] Iters:[17320/20018] gen_loss 0.3236, rec_loss 0.0281, lpips_loss 0.1996, g_loss 0.0268, disc_weight 0.4000, disc_adaptive_weight 3.5791, d_loss 0.4000, logits_real -0.0238, logits_fake -0.0267,
Train Epoch: [1/5] Iters:[17330/20018] gen_loss 0.3270, rec_loss 0.0284, lpips_loss 0.2003, g_loss 0.0267, disc_weight 0.4000, disc_adaptive_weight 3.6763, d_loss 0.4000, logits_real -0.0239, logits_fake -0.0267,
Train Epoch: [1/5] Iters:[17340/20018] gen_loss 0.3301, rec_loss 0.0278, lpips_loss 0.2003, g_loss 0.0271, disc_weight 0.4000, disc_adaptive_weight 3.7537, d_loss 0.4000, logits_real -0.0245, logits_fake -0.0271,
Train Epoch: [1/5] Iters:[17350/20018] gen_loss 0.3273, rec_loss 0.0279, lpips_loss 0.2007, g_loss 0.0271, disc_weight 0.4000, disc_adaptive_weight 3.6379, d_loss 0.4000, logits_real -0.0246, logits_fake -0.0273,
Train Epoch: [1/5] Iters:[17360/20018] gen_loss 0.3262, rec_loss 0.0277, lpips_loss 0.2012, g_loss 0.0273, disc_weight 0.4000, disc_adaptive_weight 3.5531, d_loss 0.4000, logits_real -0.0249, logits_fake -0.0276,
Train Epoch: [1/5] Iters:[17370/20018] gen_loss 0.3256, rec_loss 0.0280, lpips_loss 0.2022, g_loss 0.0277, disc_weight 0.4000, disc_adaptive_weight 3.4439, d_loss 0.3999, logits_real -0.0251, logits_fake -0.0281,
Train Epoch: [1/5] Iters:[17380/20018] gen_loss 0.3274, rec_loss 0.0283, lpips_loss 0.2026, g_loss 0.0283, disc_weight 0.4000, disc_adaptive_weight 3.4054, d_loss 0.3999, logits_real -0.0257, logits_fake -0.0286,
Train Epoch: [1/5] Iters:[17390/20018] gen_loss 0.3214, rec_loss 0.0288, lpips_loss 0.2025, g_loss 0.0285, disc_weight 0.4000, disc_adaptive_weight 3.1538, d_loss 0.3999, logits_real -0.0258, logits_fake -0.0288,
Train Epoch: [1/5] Iters:[17400/20018] gen_loss 0.3201, rec_loss 0.0286, lpips_loss 0.2023, g_loss 0.0289, disc_weight 0.4000, disc_adaptive_weight 3.0821, d_loss 0.3999, logits_real -0.0261, logits_fake -0.0290,
Train Epoch: [1/5] Iters:[17410/20018] gen_loss 0.3169, rec_loss 0.0284, lpips_loss 0.2014, g_loss 0.0290, disc_weight 0.4000, disc_adaptive_weight 2.9999, d_loss 0.3999, logits_real -0.0261, logits_fake -0.0291,
Train Epoch: [1/5] Iters:[17420/20018] gen_loss 0.3199, rec_loss 0.0287, lpips_loss 0.2010, g_loss 0.0290, disc_weight 0.4000, disc_adaptive_weight 3.1102, d_loss 0.4000, logits_real -0.0262, logits_fake -0.0289,
Train Epoch: [1/5] Iters:[17430/20018] gen_loss 0.3138, rec_loss 0.0279, lpips_loss 0.2000, g_loss 0.0287, disc_weight 0.4000, disc_adaptive_weight 2.9906, d_loss 0.3999, logits_real -0.0260, logits_fake -0.0289,
Train Epoch: [1/5] Iters:[17440/20018] gen_loss 0.3150, rec_loss 0.0276, lpips_loss 0.1995, g_loss 0.0287, disc_weight 0.4000, disc_adaptive_weight 3.0661, d_loss 0.4000, logits_real -0.0260, logits_fake -0.0287,
Train Epoch: [1/5] Iters:[17450/20018] gen_loss 0.3188, rec_loss 0.0278, lpips_loss 0.1997, g_loss 0.0286, disc_weight 0.4000, disc_adaptive_weight 3.1857, d_loss 0.3999, logits_real -0.0257, logits_fake -0.0288,
Train Epoch: [1/5] Iters:[17460/20018] gen_loss 0.3223, rec_loss 0.0285, lpips_loss 0.2013, g_loss 0.0287, disc_weight 0.4000, disc_adaptive_weight 3.2194, d_loss 0.4000, logits_real -0.0259, logits_fake -0.0287,
Train Epoch: [1/5] Iters:[17470/20018] gen_loss 0.3199, rec_loss 0.0278, lpips_loss 0.2014, g_loss 0.0287, disc_weight 0.4000, disc_adaptive_weight 3.1625, d_loss 0.4000, logits_real -0.0257, logits_fake -0.0285,
Train Epoch: [1/5] Iters:[17480/20018] gen_loss 0.3227, rec_loss 0.0287, lpips_loss 0.2033, g_loss 0.0284, disc_weight 0.4000, disc_adaptive_weight 3.1872, d_loss 0.4000, logits_real -0.0252, logits_fake -0.0281,
Train Epoch: [1/5] Iters:[17490/20018] gen_loss 0.3212, rec_loss 0.0286, lpips_loss 0.2037, g_loss 0.0281, disc_weight 0.4000, disc_adaptive_weight 3.1597, d_loss 0.3999, logits_real -0.0249, logits_fake -0.0279,
