dataset_dir: /projects/yuanai/data/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8_10_13_16
importance: (1, 1, 1, 2, 2, 2, 3, 3, 5, 5)
max_patch_size: 16
codebook_size: 16384
codebook_dim: 8
project_dim: 16
pq: 1
L: 4
alpha: 1.0
beta: 1.0
gamma: 0.0
disc_weight: 0.4
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: ema_vq
use_multiscale: False
transplant_epochs: 2
refinement_epochs: 5
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 1e-05
stage: refinement
path: bc
checkpoint_dir: /projects/yuanai/projects/VQ-Transplant2/checkpoint/Refinement/ImageNet
results_dir: /projects/yuanai/projects/VQ-Transplant2/results/Refinement/ImageNet
saver_dir: /projects/yuanai/projects/VQ-Transplant2/saver/Refinement/ImageNet
reconstruction_dir: /projects/yuanai/projects/VQ-Transplant2/reconstruction/Refinement/ImageNet
yaml_dir: /projects/yuanai/projects/VQ-Transplant2/yaml/Refinement/ImageNet
pretrained_tokenizer: /projects/yuanai/projects/VQ-Transplant2/pretrained_tokenizer/model.ckpt
checkpoint_name: checkpoint-ema_vq_transplant_False_ImageNet_model_16384_8_1_loss_1.0_1.0_0.0_0.4.pth.tar
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
ms_token_size: (1, 2, 3, 4, 5, 6, 8, 10, 13, 16)
init_checkpoint_dir: /projects/yuanai/projects/VQ-Transplant2/checkpoint/
data_pre: ImageNet
model_pre: model_16384_8_1
loss_pre: loss_1.0_1.0_0.0_0.4
training_pre: ema_vq_refinement_False
saver_name_pre: ema_vq_refinement_False_ImageNet_model_16384_8_1_loss_1.0_1.0_0.0_0.4
| distributed init (rank 0): env://
| distributed init (rank 1): env://
making attention of type 'vanilla' with 512 in_channels
making attention of type 'vanilla' with 512 in_channels
making attention of type 'vanilla' with 512 in_channels
Working with z of shape (1, 16, 16, 16) = 4096 dimensions.
making attention of type 'vanilla' with 512 in_channels
making attention of type 'vanilla' with 512 in_channels
making attention of type 'vanilla' with 512 in_channels
making attention of type 'vanilla' with 512 in_channels
VQ Model Parameters: 69609635
loaded pretrained LPIPS loss from /projects/yuanai/projects/VQ-Transplant2/code/models/cache/vgg.pth
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000010
Train Epoch: [1/5] Iters:[10/20018] gen_loss -0.3434, rec_loss 0.0227, lpips_loss 0.2098, g_loss -0.1963, disc_weight 0.4000, disc_adaptive_weight 2.9271, d_loss 2.4128, logits_real 0.1960, logits_fake 0.1949,
Train Epoch: [1/5] Iters:[15320/20018] gen_loss 0.1449, rec_loss 0.0278, lpips_loss 0.2021, g_loss -0.0272, disc_weight 0.4000, disc_adaptive_weight 3.1250, d_loss 0.4001, logits_real 0.0291, logits_fake 0.0266,
Train Epoch: [1/5] Iters:[15330/20018] gen_loss 0.1488, rec_loss 0.0274, lpips_loss 0.2016, g_loss -0.0271, disc_weight 0.4000, disc_adaptive_weight 2.9683, d_loss 0.4001, logits_real 0.0290, logits_fake 0.0266,
Train Epoch: [1/5] Iters:[15340/20018] gen_loss 0.1434, rec_loss 0.0271, lpips_loss 0.2007, g_loss -0.0269, disc_weight 0.4000, disc_adaptive_weight 3.1526, d_loss 0.4001, logits_real 0.0290, logits_fake 0.0267,
Train Epoch: [1/5] Iters:[15350/20018] gen_loss 0.1463, rec_loss 0.0277, lpips_loss 0.2025, g_loss -0.0272, disc_weight 0.4000, disc_adaptive_weight 3.1046, d_loss 0.4002, logits_real 0.0290, logits_fake 0.0269,
Train Epoch: [1/5] Iters:[15360/20018] gen_loss 0.1463, rec_loss 0.0272, lpips_loss 0.2011, g_loss -0.0266, disc_weight 0.4000, disc_adaptive_weight 3.0935, d_loss 0.4002, logits_real 0.0285, logits_fake 0.0265,
Train Epoch: [1/5] Iters:[15370/20018] gen_loss 0.1480, rec_loss 0.0277, lpips_loss 0.2012, g_loss -0.0262, disc_weight 0.4000, disc_adaptive_weight 3.1024, d_loss 0.4002, logits_real 0.0285, logits_fake 0.0265,
Train Epoch: [1/5] Iters:[15380/20018] gen_loss 0.1474, rec_loss 0.0274, lpips_loss 0.2007, g_loss -0.0258, disc_weight 0.4000, disc_adaptive_weight 3.1418, d_loss 0.4002, logits_real 0.0283, logits_fake 0.0261,
Train Epoch: [1/5] Iters:[15390/20018] gen_loss 0.1491, rec_loss 0.0275, lpips_loss 0.2008, g_loss -0.0256, disc_weight 0.4000, disc_adaptive_weight 3.1009, d_loss 0.4001, logits_real 0.0282, logits_fake 0.0258,
Train Epoch: [1/5] Iters:[15400/20018] gen_loss 0.1494, rec_loss 0.0269, lpips_loss 0.2000, g_loss -0.0254, disc_weight 0.4000, disc_adaptive_weight 3.0585, d_loss 0.4000, logits_real 0.0283, logits_fake 0.0255,
Train Epoch: [1/5] Iters:[15410/20018] gen_loss 0.1487, rec_loss 0.0267, lpips_loss 0.2009, g_loss -0.0255, disc_weight 0.4000, disc_adaptive_weight 3.1053, d_loss 0.4000, logits_real 0.0286, logits_fake 0.0255,
Train Epoch: [1/5] Iters:[15420/20018] gen_loss 0.1475, rec_loss 0.0262, lpips_loss 0.1987, g_loss -0.0255, disc_weight 0.4000, disc_adaptive_weight 3.0456, d_loss 0.3999, logits_real 0.0287, logits_fake 0.0254,
Train Epoch: [1/5] Iters:[15430/20018] gen_loss 0.1492, rec_loss 0.0271, lpips_loss 0.2002, g_loss -0.0257, disc_weight 0.4000, disc_adaptive_weight 3.0436, d_loss 0.3999, logits_real 0.0289, logits_fake 0.0257,
Train Epoch: [1/5] Iters:[15440/20018] gen_loss 0.1501, rec_loss 0.0270, lpips_loss 0.1997, g_loss -0.0257, disc_weight 0.4000, disc_adaptive_weight 2.9925, d_loss 0.3999, logits_real 0.0290, logits_fake 0.0256,
Train Epoch: [1/5] Iters:[15450/20018] gen_loss 0.1489, rec_loss 0.0270, lpips_loss 0.1996, g_loss -0.0255, disc_weight 0.4000, disc_adaptive_weight 3.0516, d_loss 0.3999, logits_real 0.0288, logits_fake 0.0254,
Train Epoch: [1/5] Iters:[15460/20018] gen_loss 0.1510, rec_loss 0.0270, lpips_loss 0.2006, g_loss -0.0252, disc_weight 0.4000, disc_adaptive_weight 3.0467, d_loss 0.4000, logits_real 0.0282, logits_fake 0.0252,
Train Epoch: [1/5] Iters:[15470/20018] gen_loss 0.1527, rec_loss 0.0274, lpips_loss 0.2019, g_loss -0.0252, disc_weight 0.4000, disc_adaptive_weight 3.0471, d_loss 0.4000, logits_real 0.0280, logits_fake 0.0251,
Train Epoch: [1/5] Iters:[15480/20018] gen_loss 0.1503, rec_loss 0.0274, lpips_loss 0.2023, g_loss -0.0252, disc_weight 0.4000, disc_adaptive_weight 3.1498, d_loss 0.4000, logits_real 0.0280, logits_fake 0.0252,
Train Epoch: [1/5] Iters:[15490/20018] gen_loss 0.1527, rec_loss 0.0276, lpips_loss 0.2027, g_loss -0.0254, disc_weight 0.4000, disc_adaptive_weight 3.0603, d_loss 0.4001, logits_real 0.0279, logits_fake 0.0254,
Train Epoch: [1/5] Iters:[15500/20018] gen_loss 0.1545, rec_loss 0.0280, lpips_loss 0.2035, g_loss -0.0254, disc_weight 0.4000, disc_adaptive_weight 3.0313, d_loss 0.4001, logits_real 0.0279, logits_fake 0.0256,
Train Epoch: [1/5] Iters:[15510/20018] gen_loss 0.1536, rec_loss 0.0283, lpips_loss 0.2031, g_loss -0.0253, disc_weight 0.4000, disc_adaptive_weight 3.0762, d_loss 0.4001, logits_real 0.0280, logits_fake 0.0256,
Train Epoch: [1/5] Iters:[15520/20018] gen_loss 0.1519, rec_loss 0.0280, lpips_loss 0.2028, g_loss -0.0252, disc_weight 0.4000, disc_adaptive_weight 3.1365, d_loss 0.4001, logits_real 0.0279, logits_fake 0.0255,
Train Epoch: [1/5] Iters:[15530/20018] gen_loss 0.1559, rec_loss 0.0280, lpips_loss 0.2027, g_loss -0.0249, disc_weight 0.4000, disc_adaptive_weight 3.0112, d_loss 0.4001, logits_real 0.0276, logits_fake 0.0251,
Train Epoch: [1/5] Iters:[15540/20018] gen_loss 0.1528, rec_loss 0.0277, lpips_loss 0.2018, g_loss -0.0245, disc_weight 0.4000, disc_adaptive_weight 3.1390, d_loss 0.4001, logits_real 0.0273, logits_fake 0.0248,
Train Epoch: [1/5] Iters:[15550/20018] gen_loss 0.1520, rec_loss 0.0278, lpips_loss 0.2014, g_loss -0.0244, disc_weight 0.4000, disc_adaptive_weight 3.1744, d_loss 0.4001, logits_real 0.0269, logits_fake 0.0247,
Train Epoch: [1/5] Iters:[15560/20018] gen_loss 0.1523, rec_loss 0.0276, lpips_loss 0.2017, g_loss -0.0244, disc_weight 0.4000, disc_adaptive_weight 3.1661, d_loss 0.4001, logits_real 0.0270, logits_fake 0.0248,
Train Epoch: [1/5] Iters:[15570/20018] gen_loss 0.1518, rec_loss 0.0278, lpips_loss 0.2026, g_loss -0.0246, disc_weight 0.4000, disc_adaptive_weight 3.2052, d_loss 0.4001, logits_real 0.0272, logits_fake 0.0250,
Train Epoch: [1/5] Iters:[15580/20018] gen_loss 0.1478, rec_loss 0.0274, lpips_loss 0.2020, g_loss -0.0249, disc_weight 0.4000, disc_adaptive_weight 3.2956, d_loss 0.4001, logits_real 0.0274, logits_fake 0.0250,
Train Epoch: [1/5] Iters:[15590/20018] gen_loss 0.1474, rec_loss 0.0280, lpips_loss 0.2031, g_loss -0.0252, disc_weight 0.4000, disc_adaptive_weight 3.3230, d_loss 0.4001, logits_real 0.0276, logits_fake 0.0253,
Train Epoch: [1/5] Iters:[15600/20018] gen_loss 0.1464, rec_loss 0.0274, lpips_loss 0.2019, g_loss -0.0255, disc_weight 0.4000, disc_adaptive_weight 3.2571, d_loss 0.4001, logits_real 0.0281, logits_fake 0.0255,
Train Epoch: [1/5] Iters:[15610/20018] gen_loss 0.1442, rec_loss 0.0276, lpips_loss 0.2016, g_loss -0.0260, disc_weight 0.4000, disc_adaptive_weight 3.2816, d_loss 0.4001, logits_real 0.0282, logits_fake 0.0257,
Train Epoch: [1/5] Iters:[15620/20018] gen_loss 0.1468, rec_loss 0.0279, lpips_loss 0.2015, g_loss -0.0260, disc_weight 0.4000, disc_adaptive_weight 3.1809, d_loss 0.4001, logits_real 0.0281, logits_fake 0.0257,
Train Epoch: [1/5] Iters:[15630/20018] gen_loss 0.1495, rec_loss 0.0287, lpips_loss 0.2025, g_loss -0.0261, disc_weight 0.4000, disc_adaptive_weight 3.1422, d_loss 0.4001, logits_real 0.0282, logits_fake 0.0260,
Train Epoch: [1/5] Iters:[15640/20018] gen_loss 0.1510, rec_loss 0.0286, lpips_loss 0.2021, g_loss -0.0259, disc_weight 0.4000, disc_adaptive_weight 3.0868, d_loss 0.4001, logits_real 0.0282, logits_fake 0.0259,
Train Epoch: [1/5] Iters:[15650/20018] gen_loss 0.1480, rec_loss 0.0283, lpips_loss 0.2022, g_loss -0.0257, disc_weight 0.4000, disc_adaptive_weight 3.2105, d_loss 0.4001, logits_real 0.0283, logits_fake 0.0259,
Train Epoch: [1/5] Iters:[15660/20018] gen_loss 0.1499, rec_loss 0.0283, lpips_loss 0.2018, g_loss -0.0256, disc_weight 0.4000, disc_adaptive_weight 3.1308, d_loss 0.4000, logits_real 0.0284, logits_fake 0.0258,
Train Epoch: [1/5] Iters:[15670/20018] gen_loss 0.1481, rec_loss 0.0276, lpips_loss 0.2009, g_loss -0.0255, disc_weight 0.4000, disc_adaptive_weight 3.1518, d_loss 0.4000, logits_real 0.0283, logits_fake 0.0256,
Train Epoch: [1/5] Iters:[15680/20018] gen_loss 0.1479, rec_loss 0.0268, lpips_loss 0.2005, g_loss -0.0256, disc_weight 0.4000, disc_adaptive_weight 3.1080, d_loss 0.4000, logits_real 0.0286, logits_fake 0.0257,
Train Epoch: [1/5] Iters:[15690/20018] gen_loss 0.1484, rec_loss 0.0267, lpips_loss 0.2016, g_loss -0.0257, disc_weight 0.4000, disc_adaptive_weight 3.1028, d_loss 0.4000, logits_real 0.0286, logits_fake 0.0259,
Train Epoch: [1/5] Iters:[15700/20018] gen_loss 0.1490, rec_loss 0.0274, lpips_loss 0.2024, g_loss -0.0258, disc_weight 0.4000, disc_adaptive_weight 3.1171, d_loss 0.4000, logits_real 0.0285, logits_fake 0.0258,
Train Epoch: [1/5] Iters:[15710/20018] gen_loss 0.1471, rec_loss 0.0271, lpips_loss 0.2022, g_loss -0.0257, disc_weight 0.4000, disc_adaptive_weight 3.1882, d_loss 0.4000, logits_real 0.0285, logits_fake 0.0258,
Train Epoch: [1/5] Iters:[15720/20018] gen_loss 0.1455, rec_loss 0.0275, lpips_loss 0.2024, g_loss -0.0258, disc_weight 0.4000, disc_adaptive_weight 3.2645, d_loss 0.4000, logits_real 0.0285, logits_fake 0.0258,
Train Epoch: [1/5] Iters:[15730/20018] gen_loss 0.1421, rec_loss 0.0280, lpips_loss 0.2023, g_loss -0.0257, disc_weight 0.4000, disc_adaptive_weight 3.4300, d_loss 0.4001, logits_real 0.0283, logits_fake 0.0257,
Train Epoch: [1/5] Iters:[15740/20018] gen_loss 0.1444, rec_loss 0.0281, lpips_loss 0.2024, g_loss -0.0256, disc_weight 0.4000, disc_adaptive_weight 3.3624, d_loss 0.4001, logits_real 0.0281, logits_fake 0.0256,
Train Epoch: [1/5] Iters:[15750/20018] gen_loss 0.1493, rec_loss 0.0280, lpips_loss 0.2032, g_loss -0.0255, disc_weight 0.4000, disc_adaptive_weight 3.2094, d_loss 0.4001, logits_real 0.0279, logits_fake 0.0254,
Train Epoch: [1/5] Iters:[15760/20018] gen_loss 0.1482, rec_loss 0.0282, lpips_loss 0.2032, g_loss -0.0254, disc_weight 0.4000, disc_adaptive_weight 3.2800, d_loss 0.4001, logits_real 0.0278, logits_fake 0.0253,
Train Epoch: [1/5] Iters:[15770/20018] gen_loss 0.1491, rec_loss 0.0281, lpips_loss 0.2031, g_loss -0.0252, disc_weight 0.4000, disc_adaptive_weight 3.2600, d_loss 0.4001, logits_real 0.0276, logits_fake 0.0253,
Train Epoch: [1/5] Iters:[15780/20018] gen_loss 0.1510, rec_loss 0.0278, lpips_loss 0.2029, g_loss -0.0251, disc_weight 0.4000, disc_adaptive_weight 3.1727, d_loss 0.4001, logits_real 0.0275, logits_fake 0.0253,
Train Epoch: [1/5] Iters:[15790/20018] gen_loss 0.1486, rec_loss 0.0281, lpips_loss 0.2030, g_loss -0.0252, disc_weight 0.4000, disc_adaptive_weight 3.2775, d_loss 0.4001, logits_real 0.0276, logits_fake 0.0252,
Train Epoch: [1/5] Iters:[15800/20018] gen_loss 0.1469, rec_loss 0.0285, lpips_loss 0.2031, g_loss -0.0250, disc_weight 0.4000, disc_adaptive_weight 3.3901, d_loss 0.4002, logits_real 0.0275, logits_fake 0.0254,
Train Epoch: [1/5] Iters:[15810/20018] gen_loss 0.1518, rec_loss 0.0291, lpips_loss 0.2044, g_loss -0.0252, disc_weight 0.4000, disc_adaptive_weight 3.2382, d_loss 0.4002, logits_real 0.0277, logits_fake 0.0257,
Train Epoch: [1/5] Iters:[15820/20018] gen_loss 0.1565, rec_loss 0.0294, lpips_loss 0.2053, g_loss -0.0251, disc_weight 0.4000, disc_adaptive_weight 3.1147, d_loss 0.4002, logits_real 0.0277, logits_fake 0.0257,
Train Epoch: [1/5] Iters:[15830/20018] gen_loss 0.1578, rec_loss 0.0292, lpips_loss 0.2051, g_loss -0.0248, disc_weight 0.4000, disc_adaptive_weight 3.0837, d_loss 0.4001, logits_real 0.0278, logits_fake 0.0255,
Train Epoch: [1/5] Iters:[15840/20018] gen_loss 0.1596, rec_loss 0.0285, lpips_loss 0.2036, g_loss -0.0244, disc_weight 0.4000, disc_adaptive_weight 2.9731, d_loss 0.4001, logits_real 0.0276, logits_fake 0.0252,
Train Epoch: [1/5] Iters:[15850/20018] gen_loss 0.1602, rec_loss 0.0284, lpips_loss 0.2029, g_loss -0.0243, disc_weight 0.4000, disc_adaptive_weight 2.9357, d_loss 0.4000, logits_real 0.0277, logits_fake 0.0248,
Train Epoch: [1/5] Iters:[15860/20018] gen_loss 0.1577, rec_loss 0.0274, lpips_loss 0.2010, g_loss -0.0239, disc_weight 0.4000, disc_adaptive_weight 2.9594, d_loss 0.4000, logits_real 0.0272, logits_fake 0.0243,
Train Epoch: [1/5] Iters:[15870/20018] gen_loss 0.1539, rec_loss 0.0271, lpips_loss 0.2014, g_loss -0.0240, disc_weight 0.4000, disc_adaptive_weight 3.1065, d_loss 0.4000, logits_real 0.0273, logits_fake 0.0242,
Train Epoch: [1/5] Iters:[15880/20018] gen_loss 0.1570, rec_loss 0.0277, lpips_loss 0.2028, g_loss -0.0242, disc_weight 0.4000, disc_adaptive_weight 3.0435, d_loss 0.4000, logits_real 0.0272, logits_fake 0.0242,
Train Epoch: [1/5] Iters:[15890/20018] gen_loss 0.1562, rec_loss 0.0280, lpips_loss 0.2031, g_loss -0.0244, disc_weight 0.4000, disc_adaptive_weight 3.0795, d_loss 0.4000, logits_real 0.0272, logits_fake 0.0244,
Train Epoch: [1/5] Iters:[15900/20018] gen_loss 0.1558, rec_loss 0.0277, lpips_loss 0.2031, g_loss -0.0244, disc_weight 0.4000, disc_adaptive_weight 3.0879, d_loss 0.4001, logits_real 0.0270, logits_fake 0.0244,
Train Epoch: [1/5] Iters:[15910/20018] gen_loss 0.1559, rec_loss 0.0286, lpips_loss 0.2048, g_loss -0.0244, disc_weight 0.4000, disc_adaptive_weight 3.1940, d_loss 0.4001, logits_real 0.0268, logits_fake 0.0243,
Train Epoch: [1/5] Iters:[15920/20018] gen_loss 0.1562, rec_loss 0.0286, lpips_loss 0.2040, g_loss -0.0244, disc_weight 0.4000, disc_adaptive_weight 3.1513, d_loss 0.4001, logits_real 0.0267, logits_fake 0.0243,
Train Epoch: [1/5] Iters:[15930/20018] gen_loss 0.1515, rec_loss 0.0279, lpips_loss 0.2019, g_loss -0.0242, disc_weight 0.4000, disc_adaptive_weight 3.2436, d_loss 0.4001, logits_real 0.0266, logits_fake 0.0241,
Train Epoch: [1/5] Iters:[15940/20018] gen_loss 0.1538, rec_loss 0.0277, lpips_loss 0.2024, g_loss -0.0242, disc_weight 0.4000, disc_adaptive_weight 3.1681, d_loss 0.4001, logits_real 0.0266, logits_fake 0.0241,
Train Epoch: [1/5] Iters:[15950/20018] gen_loss 0.1536, rec_loss 0.0274, lpips_loss 0.2013, g_loss -0.0243, disc_weight 0.4000, disc_adaptive_weight 3.1051, d_loss 0.4000, logits_real 0.0268, logits_fake 0.0241,
Train Epoch: [1/5] Iters:[15960/20018] gen_loss 0.1564, rec_loss 0.0269, lpips_loss 0.2009, g_loss -0.0243, disc_weight 0.4000, disc_adaptive_weight 2.9512, d_loss 0.4000, logits_real 0.0270, logits_fake 0.0243,
Train Epoch: [1/5] Iters:[15970/20018] gen_loss 0.1576, rec_loss 0.0266, lpips_loss 0.2008, g_loss -0.0241, disc_weight 0.4000, disc_adaptive_weight 2.9016, d_loss 0.4000, logits_real 0.0271, logits_fake 0.0244,
Train Epoch: [1/5] Iters:[15980/20018] gen_loss 0.1609, rec_loss 0.0269, lpips_loss 0.2018, g_loss -0.0241, disc_weight 0.4000, disc_adaptive_weight 2.8183, d_loss 0.4000, logits_real 0.0272, logits_fake 0.0242,
Train Epoch: [1/5] Iters:[15990/20018] gen_loss 0.1595, rec_loss 0.0267, lpips_loss 0.2007, g_loss -0.0241, disc_weight 0.4000, disc_adaptive_weight 2.8185, d_loss 0.4000, logits_real 0.0273, logits_fake 0.0241,
Train Epoch: [1/5] Iters:[16000/20018] gen_loss 0.1611, rec_loss 0.0269, lpips_loss 0.2025, g_loss -0.0241, disc_weight 0.4000, disc_adaptive_weight 2.8420, d_loss 0.4000, logits_real 0.0272, logits_fake 0.0240,
Train Epoch: [1/5] Iters:[16010/20018] gen_loss 0.1595, rec_loss 0.0272, lpips_loss 0.2031, g_loss -0.0242, disc_weight 0.4000, disc_adaptive_weight 2.9252, d_loss 0.4000, logits_real 0.0272, logits_fake 0.0240,
Train Epoch: [1/5] Iters:[16020/20018] gen_loss 0.1585, rec_loss 0.0274, lpips_loss 0.2029, g_loss -0.0245, disc_weight 0.4000, disc_adaptive_weight 2.9294, d_loss 0.4000, logits_real 0.0273, logits_fake 0.0243,
Train Epoch: [1/5] Iters:[16030/20018] gen_loss 0.1562, rec_loss 0.0270, lpips_loss 0.2025, g_loss -0.0247, disc_weight 0.4000, disc_adaptive_weight 2.9679, d_loss 0.4000, logits_real 0.0275, logits_fake 0.0247,
Train Epoch: [1/5] Iters:[16040/20018] gen_loss 0.1544, rec_loss 0.0276, lpips_loss 0.2034, g_loss -0.0251, disc_weight 0.4000, disc_adaptive_weight 3.0484, d_loss 0.4000, logits_real 0.0278, logits_fake 0.0252,
Train Epoch: [1/5] Iters:[16050/20018] gen_loss 0.1491, rec_loss 0.0276, lpips_loss 0.2025, g_loss -0.0255, disc_weight 0.4000, disc_adaptive_weight 3.1746, d_loss 0.4001, logits_real 0.0279, logits_fake 0.0254,
Train Epoch: [1/5] Iters:[16060/20018] gen_loss 0.1460, rec_loss 0.0273, lpips_loss 0.2015, g_loss -0.0256, disc_weight 0.4000, disc_adaptive_weight 3.2272, d_loss 0.4001, logits_real 0.0280, logits_fake 0.0257,
Train Epoch: [1/5] Iters:[16070/20018] gen_loss 0.1419, rec_loss 0.0269, lpips_loss 0.2009, g_loss -0.0257, disc_weight 0.4000, disc_adaptive_weight 3.3380, d_loss 0.4001, logits_real 0.0281, logits_fake 0.0257,
Train Epoch: [1/5] Iters:[16080/20018] gen_loss 0.1412, rec_loss 0.0274, lpips_loss 0.2005, g_loss -0.0260, disc_weight 0.4000, disc_adaptive_weight 3.3399, d_loss 0.4001, logits_real 0.0281, logits_fake 0.0258,
Train Epoch: [1/5] Iters:[16090/20018] gen_loss 0.1407, rec_loss 0.0269, lpips_loss 0.2000, g_loss -0.0259, disc_weight 0.4000, disc_adaptive_weight 3.3280, d_loss 0.4001, logits_real 0.0281, logits_fake 0.0259,
Train Epoch: [1/5] Iters:[16100/20018] gen_loss 0.1445, rec_loss 0.0271, lpips_loss 0.2008, g_loss -0.0261, disc_weight 0.4000, disc_adaptive_weight 3.1973, d_loss 0.4002, logits_real 0.0281, logits_fake 0.0261,
Train Epoch: [1/5] Iters:[16110/20018] gen_loss 0.1447, rec_loss 0.0276, lpips_loss 0.2004, g_loss -0.0263, disc_weight 0.4000, disc_adaptive_weight 3.1687, d_loss 0.4001, logits_real 0.0284, logits_fake 0.0261,
Train Epoch: [1/5] Iters:[16120/20018] gen_loss 0.1481, rec_loss 0.0288, lpips_loss 0.2021, g_loss -0.0266, disc_weight 0.4000, disc_adaptive_weight 3.1154, d_loss 0.4001, logits_real 0.0286, logits_fake 0.0263,
Train Epoch: [1/5] Iters:[16130/20018] gen_loss 0.1469, rec_loss 0.0290, lpips_loss 0.2029, g_loss -0.0265, disc_weight 0.4000, disc_adaptive_weight 3.2047, d_loss 0.4001, logits_real 0.0287, logits_fake 0.0262,
Train Epoch: [1/5] Iters:[16140/20018] gen_loss 0.1477, rec_loss 0.0292, lpips_loss 0.2028, g_loss -0.0264, disc_weight 0.4000, disc_adaptive_weight 3.1913, d_loss 0.4000, logits_real 0.0287, logits_fake 0.0261,
Train Epoch: [1/5] Iters:[16150/20018] gen_loss 0.1464, rec_loss 0.0293, lpips_loss 0.2032, g_loss -0.0265, disc_weight 0.4000, disc_adaptive_weight 3.2488, d_loss 0.4000, logits_real 0.0290, logits_fake 0.0261,
Train Epoch: [1/5] Iters:[16160/20018] gen_loss 0.1495, rec_loss 0.0286, lpips_loss 0.2036, g_loss -0.0263, disc_weight 0.4000, disc_adaptive_weight 3.1426, d_loss 0.4000, logits_real 0.0289, logits_fake 0.0262,
Train Epoch: [1/5] Iters:[16170/20018] gen_loss 0.1490, rec_loss 0.0281, lpips_loss 0.2038, g_loss -0.0260, disc_weight 0.4000, disc_adaptive_weight 3.1922, d_loss 0.4000, logits_real 0.0286, logits_fake 0.0259,
Train Epoch: [1/5] Iters:[16180/20018] gen_loss 0.1520, rec_loss 0.0280, lpips_loss 0.2032, g_loss -0.0259, disc_weight 0.4000, disc_adaptive_weight 3.0654, d_loss 0.4000, logits_real 0.0285, logits_fake 0.0258,
Train Epoch: [1/5] Iters:[16190/20018] gen_loss 0.1509, rec_loss 0.0275, lpips_loss 0.2035, g_loss -0.0256, disc_weight 0.4000, disc_adaptive_weight 3.1384, d_loss 0.4000, logits_real 0.0281, logits_fake 0.0255,
Train Epoch: [1/5] Iters:[16200/20018] gen_loss 0.1509, rec_loss 0.0269, lpips_loss 0.2025, g_loss -0.0252, disc_weight 0.4000, disc_adaptive_weight 3.1300, d_loss 0.4000, logits_real 0.0277, logits_fake 0.0249,
Train Epoch: [1/5] Iters:[16210/20018] gen_loss 0.1492, rec_loss 0.0271, lpips_loss 0.2023, g_loss -0.0249, disc_weight 0.4000, disc_adaptive_weight 3.2280, d_loss 0.4000, logits_real 0.0273, logits_fake 0.0246,
Train Epoch: [1/5] Iters:[16220/20018] gen_loss 0.1540, rec_loss 0.0275, lpips_loss 0.2025, g_loss -0.0247, disc_weight 0.4000, disc_adaptive_weight 3.0910, d_loss 0.4000, logits_real 0.0273, logits_fake 0.0245,
Train Epoch: [1/5] Iters:[16230/20018] gen_loss 0.1546, rec_loss 0.0269, lpips_loss 0.2020, g_loss -0.0243, disc_weight 0.4000, disc_adaptive_weight 3.0610, d_loss 0.4001, logits_real 0.0268, logits_fake 0.0242,
Train Epoch: [1/5] Iters:[16240/20018] gen_loss 0.1537, rec_loss 0.0274, lpips_loss 0.2022, g_loss -0.0243, disc_weight 0.4000, disc_adaptive_weight 3.1366, d_loss 0.4001, logits_real 0.0268, logits_fake 0.0242,
Train Epoch: [1/5] Iters:[16250/20018] gen_loss 0.1533, rec_loss 0.0278, lpips_loss 0.2025, g_loss -0.0241, disc_weight 0.4000, disc_adaptive_weight 3.2160, d_loss 0.4001, logits_real 0.0267, logits_fake 0.0242,
Train Epoch: [1/5] Iters:[16260/20018] gen_loss 0.1547, rec_loss 0.0285, lpips_loss 0.2037, g_loss -0.0240, disc_weight 0.4000, disc_adaptive_weight 3.2449, d_loss 0.4000, logits_real 0.0269, logits_fake 0.0241,
Train Epoch: [1/5] Iters:[16270/20018] gen_loss 0.1502, rec_loss 0.0285, lpips_loss 0.2035, g_loss -0.0240, disc_weight 0.4000, disc_adaptive_weight 3.4239, d_loss 0.4000, logits_real 0.0269, logits_fake 0.0241,
Train Epoch: [1/5] Iters:[16280/20018] gen_loss 0.1488, rec_loss 0.0287, lpips_loss 0.2027, g_loss -0.0239, disc_weight 0.4000, disc_adaptive_weight 3.4673, d_loss 0.4000, logits_real 0.0267, logits_fake 0.0239,
Train Epoch: [1/5] Iters:[16290/20018] gen_loss 0.1524, rec_loss 0.0285, lpips_loss 0.2019, g_loss -0.0237, disc_weight 0.4000, disc_adaptive_weight 3.2894, d_loss 0.4000, logits_real 0.0266, logits_fake 0.0238,
Train Epoch: [1/5] Iters:[16300/20018] gen_loss 0.1555, rec_loss 0.0282, lpips_loss 0.2017, g_loss -0.0238, disc_weight 0.4000, disc_adaptive_weight 3.1180, d_loss 0.4001, logits_real 0.0264, logits_fake 0.0238,
