dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8_10_13_16
importance: (1, 1, 1, 2, 2, 2, 3, 3, 5, 5)
max_patch_size: 16
codebook_size: 8192
codebook_dim: 32
project_dim: 16
pq: 1
L: 4
alpha: 1.0
beta: 1.0
gamma: 0.0
disc_weight: 0.5
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: vanilla_vq
use_multiscale: True
transplant_epochs: 2
refinement_epochs: 5
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 0.0001
stage: refinement
checkpoint_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant3/checkpoint/Refinement/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant3/results/Refinement/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant3/saver/Refinement/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant3/reconstruction/Refinement/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant3/yaml/Refinement/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/VQ-Transplant3/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: checkpoint-vanilla_vq_transplant_True_ImageNet_model_8192_32_1_loss_1.0_1.0_0.0_0.2.pth.tar
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
ms_token_size: (1, 2, 3, 4, 5, 6, 8, 10, 13, 16)
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant3/checkpoint/
data_pre: ImageNet
model_pre: model_8192_32_1
loss_pre: loss_1.0_1.0_0.0_0.5
training_pre: vanilla_vq_refinement_True
saver_name_pre: vanilla_vq_refinement_True_ImageNet_model_8192_32_1_loss_1.0_1.0_0.0_0.5
| distributed init (rank 0): env://
| distributed init (rank 1): env://
VQ Model Parameters: 108761795
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/VQ-Transplant3/code/models/cache/vgg.pth
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000010
Train Epoch: [1/5] Iters:[10/20018] gen_loss 0.1113, rec_loss 0.0325, lpips_loss 0.2073, g_loss -0.0632, disc_weight 0.5000, disc_adaptive_weight 2.0471, d_loss 2.5515, logits_real 0.0722, logits_fake 0.0633,
Train Epoch: [4/5] Iters:[9230/20018] gen_loss 0.2953, rec_loss 0.0366, lpips_loss 0.2040, g_loss 0.0183, disc_weight 0.5000, disc_adaptive_weight 3.0019, d_loss 0.5000, logits_real -0.0177, logits_fake -0.0185,
Train Epoch: [4/5] Iters:[9240/20018] gen_loss 0.2945, rec_loss 0.0361, lpips_loss 0.2029, g_loss 0.0188, disc_weight 0.5000, disc_adaptive_weight 2.9571, d_loss 0.5000, logits_real -0.0181, logits_fake -0.0189,
Train Epoch: [4/5] Iters:[9250/20018] gen_loss 0.2951, rec_loss 0.0363, lpips_loss 0.2024, g_loss 0.0193, disc_weight 0.5000, disc_adaptive_weight 2.9397, d_loss 0.5001, logits_real -0.0188, logits_fake -0.0193,
Train Epoch: [4/5] Iters:[9260/20018] gen_loss 0.2964, rec_loss 0.0364, lpips_loss 0.2019, g_loss 0.0195, disc_weight 0.5000, disc_adaptive_weight 2.9776, d_loss 0.5000, logits_real -0.0191, logits_fake -0.0198,
Train Epoch: [4/5] Iters:[9270/20018] gen_loss 0.2969, rec_loss 0.0361, lpips_loss 0.2015, g_loss 0.0200, disc_weight 0.5000, disc_adaptive_weight 2.9755, d_loss 0.5000, logits_real -0.0194, logits_fake -0.0201,
Train Epoch: [4/5] Iters:[9280/20018] gen_loss 0.2996, rec_loss 0.0365, lpips_loss 0.2028, g_loss 0.0201, disc_weight 0.5000, disc_adaptive_weight 3.0059, d_loss 0.5000, logits_real -0.0195, logits_fake -0.0202,
Train Epoch: [4/5] Iters:[9290/20018] gen_loss 0.3000, rec_loss 0.0369, lpips_loss 0.2033, g_loss 0.0199, disc_weight 0.5000, disc_adaptive_weight 3.0068, d_loss 0.5000, logits_real -0.0194, logits_fake -0.0200,
Train Epoch: [4/5] Iters:[9300/20018] gen_loss 0.2991, rec_loss 0.0368, lpips_loss 0.2033, g_loss 0.0198, disc_weight 0.5000, disc_adaptive_weight 2.9781, d_loss 0.5001, logits_real -0.0193, logits_fake -0.0199,
Train Epoch: [4/5] Iters:[9310/20018] gen_loss 0.2999, rec_loss 0.0364, lpips_loss 0.2029, g_loss 0.0197, disc_weight 0.5000, disc_adaptive_weight 3.0819, d_loss 0.5001, logits_real -0.0192, logits_fake -0.0195,
Train Epoch: [4/5] Iters:[9320/20018] gen_loss 0.3015, rec_loss 0.0368, lpips_loss 0.2041, g_loss 0.0191, disc_weight 0.5000, disc_adaptive_weight 3.1872, d_loss 0.5001, logits_real -0.0187, logits_fake -0.0190,
Train Epoch: [4/5] Iters:[9330/20018] gen_loss 0.2995, rec_loss 0.0370, lpips_loss 0.2035, g_loss 0.0183, disc_weight 0.5000, disc_adaptive_weight 3.2362, d_loss 0.5002, logits_real -0.0182, logits_fake -0.0183,
Train Epoch: [4/5] Iters:[9340/20018] gen_loss 0.3014, rec_loss 0.0370, lpips_loss 0.2045, g_loss 0.0179, disc_weight 0.5000, disc_adaptive_weight 3.3514, d_loss 0.5002, logits_real -0.0177, logits_fake -0.0178,
Train Epoch: [4/5] Iters:[9350/20018] gen_loss 0.3014, rec_loss 0.0370, lpips_loss 0.2051, g_loss 0.0173, disc_weight 0.5000, disc_adaptive_weight 3.4189, d_loss 0.5001, logits_real -0.0171, logits_fake -0.0175,
Train Epoch: [4/5] Iters:[9360/20018] gen_loss 0.3021, rec_loss 0.0382, lpips_loss 0.2070, g_loss 0.0169, disc_weight 0.5000, disc_adaptive_weight 3.3619, d_loss 0.5001, logits_real -0.0167, logits_fake -0.0172,
Train Epoch: [4/5] Iters:[9370/20018] gen_loss 0.3038, rec_loss 0.0389, lpips_loss 0.2071, g_loss 0.0171, disc_weight 0.5000, disc_adaptive_weight 3.3865, d_loss 0.5001, logits_real -0.0168, logits_fake -0.0174,
Train Epoch: [4/5] Iters:[9380/20018] gen_loss 0.3070, rec_loss 0.0389, lpips_loss 0.2079, g_loss 0.0175, disc_weight 0.5000, disc_adaptive_weight 3.4391, d_loss 0.5000, logits_real -0.0170, logits_fake -0.0179,
Train Epoch: [4/5] Iters:[9390/20018] gen_loss 0.3072, rec_loss 0.0384, lpips_loss 0.2070, g_loss 0.0179, disc_weight 0.5000, disc_adaptive_weight 3.4477, d_loss 0.5000, logits_real -0.0174, logits_fake -0.0184,
Train Epoch: [4/5] Iters:[9400/20018] gen_loss 0.3092, rec_loss 0.0382, lpips_loss 0.2060, g_loss 0.0184, disc_weight 0.5000, disc_adaptive_weight 3.5357, d_loss 0.5000, logits_real -0.0179, logits_fake -0.0188,
Train Epoch: [4/5] Iters:[9410/20018] gen_loss 0.3094, rec_loss 0.0376, lpips_loss 0.2051, g_loss 0.0189, disc_weight 0.5000, disc_adaptive_weight 3.5346, d_loss 0.5000, logits_real -0.0184, logits_fake -0.0192,
Train Epoch: [4/5] Iters:[9420/20018] gen_loss 0.3070, rec_loss 0.0367, lpips_loss 0.2045, g_loss 0.0190, disc_weight 0.5000, disc_adaptive_weight 3.4534, d_loss 0.5001, logits_real -0.0187, logits_fake -0.0194,
Train Epoch: [4/5] Iters:[9430/20018] gen_loss 0.3043, rec_loss 0.0366, lpips_loss 0.2033, g_loss 0.0191, disc_weight 0.5000, disc_adaptive_weight 3.3681, d_loss 0.5001, logits_real -0.0187, logits_fake -0.0190,
Train Epoch: [4/5] Iters:[9440/20018] gen_loss 0.3005, rec_loss 0.0367, lpips_loss 0.2034, g_loss 0.0187, disc_weight 0.5000, disc_adaptive_weight 3.2260, d_loss 0.5002, logits_real -0.0184, logits_fake -0.0186,
Train Epoch: [4/5] Iters:[9450/20018] gen_loss 0.2973, rec_loss 0.0366, lpips_loss 0.2030, g_loss 0.0186, disc_weight 0.5000, disc_adaptive_weight 3.0989, d_loss 0.5002, logits_real -0.0183, logits_fake -0.0184,
Train Epoch: [4/5] Iters:[9460/20018] gen_loss 0.2958, rec_loss 0.0367, lpips_loss 0.2037, g_loss 0.0183, disc_weight 0.5000, disc_adaptive_weight 3.0280, d_loss 0.5002, logits_real -0.0178, logits_fake -0.0180,
Train Epoch: [4/5] Iters:[9470/20018] gen_loss 0.2959, rec_loss 0.0366, lpips_loss 0.2021, g_loss 0.0184, disc_weight 0.5000, disc_adaptive_weight 3.0937, d_loss 0.5002, logits_real -0.0179, logits_fake -0.0179,
Train Epoch: [4/5] Iters:[9480/20018] gen_loss 0.2964, rec_loss 0.0366, lpips_loss 0.2027, g_loss 0.0184, disc_weight 0.5000, disc_adaptive_weight 3.1026, d_loss 0.5002, logits_real -0.0178, logits_fake -0.0181,
Train Epoch: [4/5] Iters:[9490/20018] gen_loss 0.2981, rec_loss 0.0368, lpips_loss 0.2026, g_loss 0.0186, disc_weight 0.5000, disc_adaptive_weight 3.1562, d_loss 0.5002, logits_real -0.0182, logits_fake -0.0183,
Train Epoch: [4/5] Iters:[9500/20018] gen_loss 0.2991, rec_loss 0.0368, lpips_loss 0.2025, g_loss 0.0187, disc_weight 0.5000, disc_adaptive_weight 3.1912, d_loss 0.5002, logits_real -0.0184, logits_fake -0.0185,
Train Epoch: [4/5] Iters:[9510/20018] gen_loss 0.2969, rec_loss 0.0363, lpips_loss 0.2009, g_loss 0.0188, disc_weight 0.5000, disc_adaptive_weight 3.1702, d_loss 0.5002, logits_real -0.0187, logits_fake -0.0188,
Train Epoch: [4/5] Iters:[9520/20018] gen_loss 0.2978, rec_loss 0.0364, lpips_loss 0.2027, g_loss 0.0189, disc_weight 0.5000, disc_adaptive_weight 3.1119, d_loss 0.5002, logits_real -0.0185, logits_fake -0.0187,
Train Epoch: [4/5] Iters:[9530/20018] gen_loss 0.2981, rec_loss 0.0361, lpips_loss 0.2024, g_loss 0.0190, disc_weight 0.5000, disc_adaptive_weight 3.1381, d_loss 0.5002, logits_real -0.0186, logits_fake -0.0189,
Train Epoch: [4/5] Iters:[9540/20018] gen_loss 0.2982, rec_loss 0.0360, lpips_loss 0.2018, g_loss 0.0191, disc_weight 0.5000, disc_adaptive_weight 3.1619, d_loss 0.5001, logits_real -0.0186, logits_fake -0.0190,
Train Epoch: [4/5] Iters:[9550/20018] gen_loss 0.2998, rec_loss 0.0358, lpips_loss 0.2023, g_loss 0.0190, disc_weight 0.5000, disc_adaptive_weight 3.2571, d_loss 0.5001, logits_real -0.0185, logits_fake -0.0187,
Train Epoch: [4/5] Iters:[9560/20018] gen_loss 0.3008, rec_loss 0.0356, lpips_loss 0.2029, g_loss 0.0187, disc_weight 0.5000, disc_adaptive_weight 3.3456, d_loss 0.5001, logits_real -0.0181, logits_fake -0.0184,
Train Epoch: [4/5] Iters:[9570/20018] gen_loss 0.3008, rec_loss 0.0355, lpips_loss 0.2025, g_loss 0.0185, disc_weight 0.5000, disc_adaptive_weight 3.3957, d_loss 0.5001, logits_real -0.0180, logits_fake -0.0183,
Train Epoch: [4/5] Iters:[9580/20018] gen_loss 0.3004, rec_loss 0.0360, lpips_loss 0.2026, g_loss 0.0183, disc_weight 0.5000, disc_adaptive_weight 3.3888, d_loss 0.5002, logits_real -0.0180, logits_fake -0.0179,
Train Epoch: [4/5] Iters:[9590/20018] gen_loss 0.3023, rec_loss 0.0369, lpips_loss 0.2046, g_loss 0.0179, disc_weight 0.5000, disc_adaptive_weight 3.3993, d_loss 0.5002, logits_real -0.0177, logits_fake -0.0176,
Train Epoch: [4/5] Iters:[9600/20018] gen_loss 0.3036, rec_loss 0.0371, lpips_loss 0.2056, g_loss 0.0178, disc_weight 0.5000, disc_adaptive_weight 3.4090, d_loss 0.5002, logits_real -0.0177, logits_fake -0.0177,
Train Epoch: [4/5] Iters:[9610/20018] gen_loss 0.3052, rec_loss 0.0373, lpips_loss 0.2061, g_loss 0.0183, disc_weight 0.5000, disc_adaptive_weight 3.3803, d_loss 0.5001, logits_real -0.0180, logits_fake -0.0182,
Train Epoch: [4/5] Iters:[9620/20018] gen_loss 0.3037, rec_loss 0.0369, lpips_loss 0.2054, g_loss 0.0186, disc_weight 0.5000, disc_adaptive_weight 3.3029, d_loss 0.5001, logits_real -0.0185, logits_fake -0.0188,
Train Epoch: [4/5] Iters:[9630/20018] gen_loss 0.3060, rec_loss 0.0370, lpips_loss 0.2057, g_loss 0.0192, disc_weight 0.5000, disc_adaptive_weight 3.3057, d_loss 0.5000, logits_real -0.0189, logits_fake -0.0195,
Train Epoch: [4/5] Iters:[9640/20018] gen_loss 0.3040, rec_loss 0.0359, lpips_loss 0.2043, g_loss 0.0201, disc_weight 0.5000, disc_adaptive_weight 3.1925, d_loss 0.5000, logits_real -0.0194, logits_fake -0.0204,
Train Epoch: [4/5] Iters:[9650/20018] gen_loss 0.3023, rec_loss 0.0359, lpips_loss 0.2032, g_loss 0.0206, disc_weight 0.5000, disc_adaptive_weight 3.0672, d_loss 0.5000, logits_real -0.0198, logits_fake -0.0207,
Train Epoch: [4/5] Iters:[9660/20018] gen_loss 0.3044, rec_loss 0.0368, lpips_loss 0.2028, g_loss 0.0210, disc_weight 0.5000, disc_adaptive_weight 3.0760, d_loss 0.5000, logits_real -0.0202, logits_fake -0.0210,
Train Epoch: [4/5] Iters:[9670/20018] gen_loss 0.3070, rec_loss 0.0379, lpips_loss 0.2030, g_loss 0.0212, disc_weight 0.5000, disc_adaptive_weight 3.1048, d_loss 0.5000, logits_real -0.0202, logits_fake -0.0209,
Train Epoch: [4/5] Iters:[9680/20018] gen_loss 0.3058, rec_loss 0.0380, lpips_loss 0.2033, g_loss 0.0211, disc_weight 0.5000, disc_adaptive_weight 3.0468, d_loss 0.5000, logits_real -0.0204, logits_fake -0.0210,
Train Epoch: [4/5] Iters:[9690/20018] gen_loss 0.3083, rec_loss 0.0388, lpips_loss 0.2042, g_loss 0.0208, disc_weight 0.5000, disc_adaptive_weight 3.1364, d_loss 0.5001, logits_real -0.0204, logits_fake -0.0207,
Train Epoch: [4/5] Iters:[9700/20018] gen_loss 0.3135, rec_loss 0.0395, lpips_loss 0.2062, g_loss 0.0208, disc_weight 0.5000, disc_adaptive_weight 3.2523, d_loss 0.5001, logits_real -0.0204, logits_fake -0.0207,
Train Epoch: [4/5] Iters:[9710/20018] gen_loss 0.3108, rec_loss 0.0388, lpips_loss 0.2063, g_loss 0.0205, disc_weight 0.5000, disc_adaptive_weight 3.1991, d_loss 0.5001, logits_real -0.0202, logits_fake -0.0204,
Train Epoch: [4/5] Iters:[9720/20018] gen_loss 0.3093, rec_loss 0.0379, lpips_loss 0.2066, g_loss 0.0203, disc_weight 0.5000, disc_adaptive_weight 3.1890, d_loss 0.5002, logits_real -0.0202, logits_fake -0.0204,
Train Epoch: [4/5] Iters:[9730/20018] gen_loss 0.3094, rec_loss 0.0374, lpips_loss 0.2058, g_loss 0.0206, disc_weight 0.5000, disc_adaptive_weight 3.2172, d_loss 0.5001, logits_real -0.0201, logits_fake -0.0204,
Train Epoch: [4/5] Iters:[9740/20018] gen_loss 0.3085, rec_loss 0.0371, lpips_loss 0.2057, g_loss 0.0206, disc_weight 0.5000, disc_adaptive_weight 3.1999, d_loss 0.5001, logits_real -0.0200, logits_fake -0.0204,
Train Epoch: [4/5] Iters:[9750/20018] gen_loss 0.3056, rec_loss 0.0367, lpips_loss 0.2052, g_loss 0.0202, disc_weight 0.5000, disc_adaptive_weight 3.1563, d_loss 0.5001, logits_real -0.0196, logits_fake -0.0200,
Train Epoch: [4/5] Iters:[9760/20018] gen_loss 0.3059, rec_loss 0.0367, lpips_loss 0.2052, g_loss 0.0199, disc_weight 0.5000, disc_adaptive_weight 3.2342, d_loss 0.5001, logits_real -0.0193, logits_fake -0.0199,
Train Epoch: [4/5] Iters:[9770/20018] gen_loss 0.3056, rec_loss 0.0364, lpips_loss 0.2044, g_loss 0.0197, disc_weight 0.5000, disc_adaptive_weight 3.2883, d_loss 0.5000, logits_real -0.0190, logits_fake -0.0198,
Train Epoch: [4/5] Iters:[9780/20018] gen_loss 0.3063, rec_loss 0.0372, lpips_loss 0.2057, g_loss 0.0193, disc_weight 0.5000, disc_adaptive_weight 3.2825, d_loss 0.5001, logits_real -0.0187, logits_fake -0.0194,
Train Epoch: [4/5] Iters:[9790/20018] gen_loss 0.3063, rec_loss 0.0373, lpips_loss 0.2050, g_loss 0.0195, disc_weight 0.5000, disc_adaptive_weight 3.2912, d_loss 0.5000, logits_real -0.0187, logits_fake -0.0196,
Train Epoch: [4/5] Iters:[9800/20018] gen_loss 0.3063, rec_loss 0.0371, lpips_loss 0.2038, g_loss 0.0199, disc_weight 0.5000, disc_adaptive_weight 3.2895, d_loss 0.5000, logits_real -0.0192, logits_fake -0.0200,
Train Epoch: [4/5] Iters:[9810/20018] gen_loss 0.3071, rec_loss 0.0374, lpips_loss 0.2045, g_loss 0.0203, disc_weight 0.5000, disc_adaptive_weight 3.2103, d_loss 0.5000, logits_real -0.0195, logits_fake -0.0203,
Train Epoch: [4/5] Iters:[9820/20018] gen_loss 0.3068, rec_loss 0.0379, lpips_loss 0.2046, g_loss 0.0206, disc_weight 0.5000, disc_adaptive_weight 3.1317, d_loss 0.5001, logits_real -0.0197, logits_fake -0.0203,
Train Epoch: [4/5] Iters:[9830/20018] gen_loss 0.3049, rec_loss 0.0371, lpips_loss 0.2031, g_loss 0.0207, disc_weight 0.5000, disc_adaptive_weight 3.1422, d_loss 0.5001, logits_real -0.0201, logits_fake -0.0206,
Train Epoch: [4/5] Iters:[9840/20018] gen_loss 0.3056, rec_loss 0.0369, lpips_loss 0.2037, g_loss 0.0205, disc_weight 0.5000, disc_adaptive_weight 3.1683, d_loss 0.5001, logits_real -0.0199, logits_fake -0.0204,
Train Epoch: [4/5] Iters:[9850/20018] gen_loss 0.3056, rec_loss 0.0370, lpips_loss 0.2045, g_loss 0.0202, disc_weight 0.5000, disc_adaptive_weight 3.1787, d_loss 0.5000, logits_real -0.0196, logits_fake -0.0203,
Train Epoch: [4/5] Iters:[9860/20018] gen_loss 0.3037, rec_loss 0.0366, lpips_loss 0.2039, g_loss 0.0198, disc_weight 0.5000, disc_adaptive_weight 3.1975, d_loss 0.5001, logits_real -0.0193, logits_fake -0.0199,
Train Epoch: [4/5] Iters:[9870/20018] gen_loss 0.3026, rec_loss 0.0363, lpips_loss 0.2041, g_loss 0.0194, disc_weight 0.5000, disc_adaptive_weight 3.2026, d_loss 0.5001, logits_real -0.0190, logits_fake -0.0196,
Train Epoch: [4/5] Iters:[9880/20018] gen_loss 0.3060, rec_loss 0.0370, lpips_loss 0.2063, g_loss 0.0190, disc_weight 0.5000, disc_adaptive_weight 3.2970, d_loss 0.5001, logits_real -0.0187, logits_fake -0.0191,
Train Epoch: [4/5] Iters:[9890/20018] gen_loss 0.3050, rec_loss 0.0373, lpips_loss 0.2063, g_loss 0.0187, disc_weight 0.5000, disc_adaptive_weight 3.2721, d_loss 0.5001, logits_real -0.0187, logits_fake -0.0190,
Train Epoch: [4/5] Iters:[9900/20018] gen_loss 0.3025, rec_loss 0.0368, lpips_loss 0.2048, g_loss 0.0189, disc_weight 0.5000, disc_adaptive_weight 3.2224, d_loss 0.5001, logits_real -0.0188, logits_fake -0.0192,
Train Epoch: [4/5] Iters:[9910/20018] gen_loss 0.3046, rec_loss 0.0369, lpips_loss 0.2051, g_loss 0.0193, disc_weight 0.5000, disc_adaptive_weight 3.2468, d_loss 0.5001, logits_real -0.0191, logits_fake -0.0195,
Train Epoch: [4/5] Iters:[9920/20018] gen_loss 0.3076, rec_loss 0.0370, lpips_loss 0.2055, g_loss 0.0197, disc_weight 0.5000, disc_adaptive_weight 3.3174, d_loss 0.5001, logits_real -0.0193, logits_fake -0.0199,
Train Epoch: [4/5] Iters:[9930/20018] gen_loss 0.3062, rec_loss 0.0368, lpips_loss 0.2041, g_loss 0.0199, disc_weight 0.5000, disc_adaptive_weight 3.2847, d_loss 0.5001, logits_real -0.0194, logits_fake -0.0201,
Train Epoch: [4/5] Iters:[9940/20018] gen_loss 0.3082, rec_loss 0.0375, lpips_loss 0.2047, g_loss 0.0201, disc_weight 0.5000, disc_adaptive_weight 3.2971, d_loss 0.5001, logits_real -0.0196, logits_fake -0.0202,
Train Epoch: [4/5] Iters:[9950/20018] gen_loss 0.3121, rec_loss 0.0381, lpips_loss 0.2057, g_loss 0.0203, disc_weight 0.5000, disc_adaptive_weight 3.3689, d_loss 0.5001, logits_real -0.0198, logits_fake -0.0203,
Train Epoch: [4/5] Iters:[9960/20018] gen_loss 0.3115, rec_loss 0.0380, lpips_loss 0.2048, g_loss 0.0203, disc_weight 0.5000, disc_adaptive_weight 3.3840, d_loss 0.5001, logits_real -0.0197, logits_fake -0.0203,
Train Epoch: [4/5] Iters:[9970/20018] gen_loss 0.3085, rec_loss 0.0378, lpips_loss 0.2029, g_loss 0.0202, disc_weight 0.5000, disc_adaptive_weight 3.3638, d_loss 0.5001, logits_real -0.0196, logits_fake -0.0201,
Train Epoch: [4/5] Iters:[9980/20018] gen_loss 0.3079, rec_loss 0.0377, lpips_loss 0.2034, g_loss 0.0199, disc_weight 0.5000, disc_adaptive_weight 3.3581, d_loss 0.5001, logits_real -0.0193, logits_fake -0.0198,
Train Epoch: [4/5] Iters:[9990/20018] gen_loss 0.3063, rec_loss 0.0375, lpips_loss 0.2027, g_loss 0.0197, disc_weight 0.5000, disc_adaptive_weight 3.3599, d_loss 0.5000, logits_real -0.0189, logits_fake -0.0195,
Train Epoch: [4/5] Iters:[10000/20018] gen_loss 0.3015, rec_loss 0.0370, lpips_loss 0.2020, g_loss 0.0191, disc_weight 0.5000, disc_adaptive_weight 3.2874, d_loss 0.5000, logits_real -0.0182, logits_fake -0.0189,
Train Epoch: [4/5] Iters:[10010/20018] gen_loss 0.3007, rec_loss 0.0378, lpips_loss 0.2027, g_loss 0.0185, disc_weight 0.5000, disc_adaptive_weight 3.2661, d_loss 0.5001, logits_real -0.0178, logits_fake -0.0183,
Train Epoch: [4/5] Iters:[10020/20018] gen_loss 0.3023, rec_loss 0.0382, lpips_loss 0.2048, g_loss 0.0182, disc_weight 0.5000, disc_adaptive_weight 3.2580, d_loss 0.5001, logits_real -0.0177, logits_fake -0.0181,
Train Epoch: [4/5] Iters:[10030/20018] gen_loss 0.2975, rec_loss 0.0377, lpips_loss 0.2031, g_loss 0.0180, disc_weight 0.5000, disc_adaptive_weight 3.1540, d_loss 0.5001, logits_real -0.0175, logits_fake -0.0180,
Train Epoch: [4/5] Iters:[10040/20018] gen_loss 0.2949, rec_loss 0.0369, lpips_loss 0.2023, g_loss 0.0178, disc_weight 0.5000, disc_adaptive_weight 3.1379, d_loss 0.5001, logits_real -0.0174, logits_fake -0.0178,
Train Epoch: [4/5] Iters:[10050/20018] gen_loss 0.2961, rec_loss 0.0375, lpips_loss 0.2032, g_loss 0.0176, disc_weight 0.5000, disc_adaptive_weight 3.1640, d_loss 0.5002, logits_real -0.0173, logits_fake -0.0175,
Train Epoch: [4/5] Iters:[10060/20018] gen_loss 0.2939, rec_loss 0.0366, lpips_loss 0.2027, g_loss 0.0176, disc_weight 0.5000, disc_adaptive_weight 3.1165, d_loss 0.5001, logits_real -0.0170, logits_fake -0.0173,
Train Epoch: [4/5] Iters:[10070/20018] gen_loss 0.2919, rec_loss 0.0364, lpips_loss 0.2020, g_loss 0.0174, disc_weight 0.5000, disc_adaptive_weight 3.0853, d_loss 0.5001, logits_real -0.0166, logits_fake -0.0170,
Train Epoch: [4/5] Iters:[10080/20018] gen_loss 0.2934, rec_loss 0.0367, lpips_loss 0.2029, g_loss 0.0173, disc_weight 0.5000, disc_adaptive_weight 3.1205, d_loss 0.5001, logits_real -0.0163, logits_fake -0.0168,
Train Epoch: [4/5] Iters:[10090/20018] gen_loss 0.2931, rec_loss 0.0367, lpips_loss 0.2028, g_loss 0.0172, disc_weight 0.5000, disc_adaptive_weight 3.1243, d_loss 0.5000, logits_real -0.0163, logits_fake -0.0169,
Train Epoch: [4/5] Iters:[10100/20018] gen_loss 0.2920, rec_loss 0.0358, lpips_loss 0.2020, g_loss 0.0175, disc_weight 0.5000, disc_adaptive_weight 3.0956, d_loss 0.5000, logits_real -0.0164, logits_fake -0.0170,
Train Epoch: [4/5] Iters:[10110/20018] gen_loss 0.2936, rec_loss 0.0356, lpips_loss 0.2013, g_loss 0.0178, disc_weight 0.5000, disc_adaptive_weight 3.1863, d_loss 0.5000, logits_real -0.0167, logits_fake -0.0174,
Train Epoch: [4/5] Iters:[10120/20018] gen_loss 0.2961, rec_loss 0.0360, lpips_loss 0.2013, g_loss 0.0180, disc_weight 0.5000, disc_adaptive_weight 3.2662, d_loss 0.5000, logits_real -0.0171, logits_fake -0.0181,
Train Epoch: [4/5] Iters:[10130/20018] gen_loss 0.2972, rec_loss 0.0358, lpips_loss 0.2005, g_loss 0.0187, disc_weight 0.5000, disc_adaptive_weight 3.2516, d_loss 0.5000, logits_real -0.0177, logits_fake -0.0186,
Train Epoch: [4/5] Iters:[10140/20018] gen_loss 0.2995, rec_loss 0.0355, lpips_loss 0.2006, g_loss 0.0193, disc_weight 0.5000, disc_adaptive_weight 3.2951, d_loss 0.5000, logits_real -0.0183, logits_fake -0.0191,
Train Epoch: [4/5] Iters:[10150/20018] gen_loss 0.3025, rec_loss 0.0362, lpips_loss 0.2004, g_loss 0.0197, disc_weight 0.5000, disc_adaptive_weight 3.3447, d_loss 0.5000, logits_real -0.0187, logits_fake -0.0196,
Train Epoch: [4/5] Iters:[10160/20018] gen_loss 0.3037, rec_loss 0.0365, lpips_loss 0.2010, g_loss 0.0199, disc_weight 0.5000, disc_adaptive_weight 3.3374, d_loss 0.5000, logits_real -0.0189, logits_fake -0.0197,
Train Epoch: [4/5] Iters:[10170/20018] gen_loss 0.3026, rec_loss 0.0362, lpips_loss 0.2006, g_loss 0.0201, disc_weight 0.5000, disc_adaptive_weight 3.2777, d_loss 0.5001, logits_real -0.0191, logits_fake -0.0197,
Train Epoch: [4/5] Iters:[10180/20018] gen_loss 0.3040, rec_loss 0.0368, lpips_loss 0.2014, g_loss 0.0199, disc_weight 0.5000, disc_adaptive_weight 3.3101, d_loss 0.5001, logits_real -0.0193, logits_fake -0.0197,
Train Epoch: [4/5] Iters:[10190/20018] gen_loss 0.3028, rec_loss 0.0372, lpips_loss 0.2017, g_loss 0.0196, disc_weight 0.5000, disc_adaptive_weight 3.2620, d_loss 0.5001, logits_real -0.0190, logits_fake -0.0194,
Train Epoch: [4/5] Iters:[10200/20018] gen_loss 0.3020, rec_loss 0.0369, lpips_loss 0.2017, g_loss 0.0191, disc_weight 0.5000, disc_adaptive_weight 3.3279, d_loss 0.5001, logits_real -0.0187, logits_fake -0.0192,
Train Epoch: [4/5] Iters:[10210/20018] gen_loss 0.3015, rec_loss 0.0371, lpips_loss 0.2014, g_loss 0.0189, disc_weight 0.5000, disc_adaptive_weight 3.3368, d_loss 0.5001, logits_real -0.0184, logits_fake -0.0191,
Train Epoch: [4/5] Iters:[10220/20018] gen_loss 0.3007, rec_loss 0.0369, lpips_loss 0.2022, g_loss 0.0183, disc_weight 0.5000, disc_adaptive_weight 3.3596, d_loss 0.5001, logits_real -0.0179, logits_fake -0.0185,
